Course Number,Course Title,Credits,Description,Offered,Liberal Arts Requirements,Prerequisites,Tags,Sections
PHYS 400,Integrative Exercise,,"An extensive study of a specific topic in physics, culminating in a 60-minute presentation during winter or spring term and a 7500 word paper. Students may arrange to complete the bulk of their work during winter or spring term (Physics 400, 6 credits), or divide their effort between terms (PHYS 400, winter, 3 credits; PHYS 400, spring, 3 credits).",Winter 2025,,Student is a Physics major and has senior priority.,,"PHYS
                                                 400.01 | Winter 2025 | Faculty: | Barry Costanzi | 🏫 | 👤 | Size: | 4 | Grading: | S/NC | Credits: | 3 – 6 || PHYS
                                                 400.02 | Winter 2025 | Faculty: | Ryan Terrien | 🏫 | 👤 | Size: | 5 | Grading: | S/NC | Credits: | 3 – 6 || PHYS
                                                 400.03 | Winter 2025 | Faculty: | Marty Baylor | 🏫 | 👤 | Size: | 4 | Grading: | S/NC | Credits: | 3 – 6 || PHYS
                                                 400.04 | Winter 2025 | Faculty: | Andreia Carrillo | 🏫 | 👤 | Size: | 4 | Grading: | S/NC | Credits: | 3 – 6 || PHYS
                                                 400.05 | Winter 2025 | Faculty: | Jay Tasson | 🏫 | 👤 | Size: | 4 | Grading: | S/NC | Credits: | 3 – 6 | M | Olin 141 | 8:30am-9:40am | F | Olin 141 | 8:30am-9:30am || PHYS
                                                 400.06 | Winter 2025 | Faculty: | Chris West | 🏫 | 👤 | Size: | 4 | Grading: | S/NC | Credits: | 3 – 6 | W | Olin 141 | 3:10pm-4:20pm | F | Olin 141 | 3:30pm-4:30pm"
POSC 120,Democracy and Dictatorship,6 credits,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.",Winter 2025,"IS, International Studies | SI, Social Inquiry | WR2 Writing Requirement 2",,CCST Princ Cross Cult-Anlys | EAST Supporting | EUST Transnational Supp | LTAM Electives | POSI Core | SAST Supp Social Inquiry | CL: 100 level,"POSC
                                                 120.00 | Winter 2025 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 30 | M, W | Hasenstab 002 | 12:30pm-1:40pm | F | Hasenstab 002 | 1:10pm-2:10pm | Sophomore Priority | Sophomore Priority."
POSC 122,Politics in America: Liberty and Equality,6 credits,"An introduction to American government and politics. Focus on the Congress, Presidency, political parties and interest groups, the courts and the Constitution. Particular attention will be given to the public policy debates that divide liberals and conservatives and how these divisions are rooted in American political culture.",Winter 2025,"IDS, Intercultural Domestic Studies | QRE, Quantitative Reasoning | SI, Social Inquiry",,AFST Pertinent | AMST America in the World | AMST Democracy Activism | AMST Race Ethnicty Indign | AMST Survey 1 | EDUC 3 Publ Pol/Educ Refrm | POSI Core | POSI Elective | CL: 100 level,"POSC
                                                 122.00 | Winter 2025 | Faculty: | Christina Farhart | 🏫 | 👤 | Size: | 30 | T, TH | CMC 306 | 1:15pm-3:00pm"
POSC 160,Political Philosophy,6 credits,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.",Winter 2025,"HI, Humanistic Inquiry | WR2 Writing Requirement 2",,POSI Core | PHIL Social and Political Theory 1 | PHIL Traditions 2 | CL: 100 level,"POSC
                                                 160.00 | Winter 2025 | Faculty: | Laurence Cooper | 🏫 | 👤 | Size: | 30 | T, TH | Weitz Center 233 | 1:15pm-3:00pm"
POSC 170,International Relations and World Politics,6 credits,"What are the foundational theories and practices of international relations and world politics? This course addresses topics of a geopolitical, commercial and ideological character as they relate to global systems including: great power politics, polycentricity, and international organizations. It also explores the dynamic intersection of world politics with war, terrorism, nuclear weapons, national security, human security, human rights, and the globalization of economic and social development.",Winter 2025,"IS, International Studies | SI, Social Inquiry",,ASST East Asia | ASST Pertinent | ASST Social Science | ASST South Asia | EAST Supporting | POSI Core | CL: 100 level,"POSC
                                                 170.00 | Winter 2025 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 30 | M, W | CMC 301 | 9:50am-11:00am | F | CMC 301 | 9:40am-10:40am"
POSC 190,"In the News: US, China, and World Politics",3 credits,"How will Russia’s invasion of Ukraine end? Will new conflicts break out across the Taiwan Strait? How will a backsliding Turkey and a highly volatile Syria evolve in response to the devastating Kahramanmaras earthquake? This course provides a forum to discuss and analyze such important current global affairs through reading and debating news headlines. We will follow major news stories chosen by students, analyze reporting from multiple sources and perspectives, and conduct individual research. The goal of this course is to encourage students to think deliberately about current events, and to practice the research and analytical skills needed to gain a deeper understanding of global affairs. Students will also leverage course readings and discussions to produce their own editorial articles or detailed research proposal for future inquiries at the end of the course.2nd 5 weeks",Winter 2025,"IS, International Studies | SI, Social Inquiry",,POSI Elective | CL: 100 level,"POSC
                                                 190.00 | Winter 2025 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 30 | M, W | Hasenstab 109 | 12:30pm-1:40pm | F | Hasenstab 109 | 1:10pm-2:10pm"
POSC 230,Methods of Political Research,6 credits,"An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.",Winter 2025,"QRE, Quantitative Reasoning | SI, Social Inquiry | WR2 Writing Requirement 2",Student has completed any of the following course(s): STAT 120 – Introduction to Statistics or STAT 230 – Applied Regression Analysis or STAT 250 – Introduction to Statistical Inference or PSYC 200 – Measurement and Data Analysis or SOAN 239 – Social Statistics with a grade of C- or better or received a score of 4 or better on the Statistics AP exam.,ASST Methodology | ASST Pertinent | SDSC XDept Elective | CL: 200 level,"POSC
                                                 230.00 | Winter 2025 | Faculty: | Ryan Dawkins | 🏫 | 👤 | Size: | 18 | M, W | Hasenstab 002 | 9:50am-11:00am | F | Hasenstab 002 | 9:40am-10:40am"
POSC 232.01,PS Lab: Agent-Based Models,3 credits,"Linear modeling using statistical techniques and equilibrium-centered, game-theoretic approaches are standard methods in quantitative social science. However, research into complex systems suggests that dynamic, chaotic and non-linear processes are common in networked, multi-actor systems. Equilibrium may also be difficult to achieve in a world of adaptive or evolutionary agents. How do these concepts apply to our political world? In this class we will explore agent-based models related to political, social and policy questions while student build their own models using the open-source NetLogo language. Prerequisite: POSC 230",Winter 2025,"QRE, Quantitative Reasoning",,CL: 200 level | POSI Methods Sequence,"POSC
                                                 232.01 | Winter 2025 | Faculty: | Greg Marfleet | 🏫 | 👤 | Size: | 25 | T, TH | Hasenstab 002 | 3:10pm-4:55pm"
POSC 232.03,PS Lab: Hacking the Case Study,3 credits,"This course explores the case study method for investigating important political science questions. We will begin by discussing the philosophy of science, causality, theory building and testing; this will provide us with the grounding to think critically about the uses, strengths, and limitations of case study methods. We will then explore the core issues of case study research design, including methods of comparison, case selection, process tracing, and building cases into mixed method studies. We will also explore how various techniques such as interviews, participant observation, and archival research contribute to building case studies.",Winter 2025,"SI, Social Inquiry",,CL: 200 level | POSI Methods Sequence,"POSC
                                                 232.03 | Winter 2025 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 25 | T | Hasenstab 109 | 1:15pm-3:00pm"
POSC 235,The Endless War on Terror,6 credits,"In the aftermath of 9/11, the U.S. launched the Global War on Terror to purportedly find, stop,and defeat every terrorist group with a global reach. Without question, the Global War on Terror has radically shaped everything from U.S. foreign policies and domestic institutions to civil liberties and pop culture. In this course, we will examine the events of 9/11 and then critically assess the immediate and long-term ramifications of the endless Global War on Terror on different states and communities around the world. While we will certainly spend time interrogating U.S. policies from the Bush, Obama, and Trump administrations, we will also examine reactions to those policies across both the global north and the global south.",Winter 2025,"IS, International Studies | No Exploration | WR2 Writing Requirement 2",,MEST Supporting Group 1 | POSI Elective | PPOL Forgn Policy & Security | CL: 200 level,"POSC
                                                 235.00 | Winter 2025 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 105 | 12:30pm-1:40pm | F | Hasenstab 105 | 1:10pm-2:10pm"
POSC 251.00,Science and Humanity,6 credits,"The modern age has been characterized by the unprecedented advance of natural science and the attempt to achieve technological mastery of nature. How did this come about? What worldview does this express, and how does that worldview affect the way we live and think? We will investigate these questions by studying classic works by some of modernity‘s philosophic founders (including Bacon, Descartes, and Hobbes) as well as some of its most penetrating interpreters and critics (including Jonathan Swift, Rousseau, and Nietzsche).",Winter 2025,"HI, Humanistic Inquiry | IS, International Studies",,CL: 200 level | FFST Social Science | FREN Pertinent | POSI Elective | PHIL Interdisciplinary 2 | PHIL Social and Political Theory 1,"POSC
                                                 251.00 | Winter 2025 | Faculty: | Laurence Cooper | 🏫 | 👤 | Size: | 20 | T, TH | Weitz Center 233 | 3:10pm-4:55pm"
POSC 265,Public Policy and Global Capitalism,6 credits,"This course provides a comprehensive introduction to comparative and international public policy. It examines major theories and approaches to public policy design and implementation in several major areas: international policy economy (including the study of international trade and monetary policy, financial regulation, and comparative welfare policy), global public health and comparative healthcare policy, institutional development (including democratic governance, accountability systems, and judicial reform), and environmental public policy. Recommended Preparation: STAT 120 is strongly recommended.",Winter 2025,"IS, International Studies | QRE, Quantitative Reasoning | SI, Social Inquiry",,CCST Encounters | EUST Transnational Supp | POSI Elective | PPOL Core | CL: 200 level,"POSC
                                                 265.00 | Winter 2025 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 105 | 8:30am-9:40am | F | Hasenstab 105 | 8:30am-9:30am"
POSC 273,Race and Politics in the U.S.,6 credits,"This course addresses race and ethnicity in U.S. politics. Following an introduction to historical, sociological, and psychological approaches to the study of race and ethnicity, we apply these approaches to understanding the ways in which racial attitudes have been structured along a number of political and policy dimensions, e.g., welfare, education, criminal justice. Students will gain an increased understanding of the multiple contexts that shape contemporary racial and ethnic politics and policies in the U.S., and will consider the role of institutional design, policy development, representation, and racial attitudes among the general U.S. public and political environment.",Winter 2025,"IDS, Intercultural Domestic Studies | SI, Social Inquiry",,AFST Social Inquiry | AMST Democracy Activism | AMST Race Ethnicty Indign | AMST Space and Place | EDUC 3 Publ Pol/Educ Refrm | POSI Elective | PPOL Social Pol & Welfare | CL: 200 level,"POSC
                                                 273.00 | Winter 2025 | Faculty: | Christina Farhart | 🏫 | 👤 | Size: | 25 | T, TH | CMC 306 | 10:10am-11:55am"
POSC 276,Imagination in Politics: Resisting Totalitarianism,6 credits,"Ideological fanaticism is on the rise today. Individuals prefer the incantation of slogans and clichés to autonomous thinking, moderation, and care for the diversity and complexity of circumstances and of human beings. The results are the inability to converse across differences and the tendency to ostracize and exclude others in the name of tribal and populist nationalism, as well as of racism. Hannah Arendt called totalitarianism this form of ideological hypnosis, which characterizes not only totalitarian political regimes, but can also colonize liberal-democracies. In this class we will read some of the works of Arendt to better understand the power of imagination to enhance critical and independent thinking and resist totalitarianism.",Winter 2025,"HI, Humanistic Inquiry | IS, International Studies",,EUST Transnational Supp | GWSS Elective | POSI Elective | CL: 200 level,"POSC
                                                 276.00 | Winter 2025 | Faculty: | Mihaela Czobor-Lupp | 🏫 | 👤 | Size: | 25 | T, TH | Weitz Center 133 | 1:15pm-3:00pm"
POSC 282,Terrorism and Counterterrorism,6 credits,"This course focuses on the historic and modern use of violence or the threat of violence by non-state actors to secure political outcomes. We will review the strategy and tactics of various terror groups, use case studies to understand the logic of terrorism, assess why some groups succeed while others fail, and study terrorist organizations’ efforts at recruitment and indoctrination. These topics will be addressed from theoretical and practical perspectives, with input from expert guest speakers. Finally, we will assess counterterrorism measures, including the moral, ethical, legal, and practical approaches to creating security in the modern world.",Winter 2025,"IS, International Studies | SI, Social Inquiry",,FREN Pertinent | MEST Supporting Group 1 | POSI Elective | PPOL Forgn Policy & Security | CL: 200 level | FFST Social Science,"POSC
                                                 282.00 | Winter 2025 | Faculty: | Jon Olson | 🏫 | 👤 | Size: | 25 | T, TH | Hasenstab 105 | 1:15pm-3:00pm"
POSC 285,The U.S. Intelligence Community,6 credits,"This course covers the U.S. Intelligence Community, how intelligence supports national security policy development, and how intelligence is applied to execute strategy in pursuit of policy objectives (specifically, implementation of national security and foreign policy initiatives). Studying the structure, processes, procedures, oversight, and capabilities of the Intelligence Community will enhance understanding of how intelligence supported or failed policymakers in national security decision-making, including the areas of diplomatic and economic cooperation and engagement, and security challenges ranging from deterrence to conventional war. The course concludes with the study of asymmetric/hybrid warfare in our modern age and how intelligence might be used to better understand the changing dynamics of future global conflict.",Winter 2025,"IS, International Studies | SI, Social Inquiry",,POSI Elective | PPOL Forgn Policy & Security | CL: 200 level,"POSC
                                                 285.00 | Winter 2025 | Faculty: | Jon Olson | 🏫 | 👤 | Size: | 25 | T, TH | Hasenstab 105 | 8:15am-10:00am"
POSC 328,Foreign Policy Analysis,6 credits,"Foreign policy analysis is a distinct sub-field within international relations that focuses on explaining the actions and choices of actors in world politics. After a review of the historical development of the sub-field, we will explore approaches to foreign policy that emphasize the empirical testing of hypotheses that explain how policies and choices are formulated and implemented. The psychological sources of foreign policy decisions (including leaders' beliefs and personalities and the effect of decision-making groups) are a central theme. Completion of a lower level IR course and the stats/methods sequence is recommended preparation.",Winter 2025,"QRE, Quantitative Reasoning | SI, Social Inquiry",,POSI Elective | PPOL Forgn Policy & Security | CL: 300 level,"POSC
                                                 328.00 | Winter 2025 | Faculty: | Greg Marfleet | 🏫 | 👤 | Size: | 15 | T, TH | Hasenstab 002 | 10:10am-11:55am"
POSC 372,Mansions and Shantytowns: Politics of The Spaces We Live in,6 credits,"This course explores theories about spaces/places and investigates the impact of our physical environment on a broad range of social and political issues. We will look at how parks, monuments, residential communities, and other features of our cities and towns are made, who makes them, and in turn, their effects on our daily lives. Students will engage with important contemporary issues such as residential segregation, public space management, protest policing, etc. Most of the course will focus on urban politics, with a brief foray into rural issues. The goal of this course is to encourage students to think about everyday environmental features in a more systematic and theoretic manner and design social scientific inquiries into spatial issues.",Winter 2025,"IS, International Studies | SI, Social Inquiry",,ACE Theoretical | POSI Elective | CL: 300 level,"POSC
                                                 372.00 | Winter 2025 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 15 | M, W | Hasenstab 109 | 9:50am-11:00am | F | Hasenstab 109 | 9:40am-10:40am"
POSC 378,Political Economy & Ecology of Southeast Asia: Social Changes in Southeast Asia,6 credits,"Informed by the assigned readings, students will visit markets, factories, farms, and various cultural and natural sites to see first-hand the changes and challenges occurring in these areas. The course covers: (1) issues of livelihood transition from rural to urban; (2) the interaction between market systems and social relations; and (3) the impact on society of changes in physical infrastructures such as roads and telecommunication. Students will keep a journal and produce three thematic short essays, a 15-20-minute video, or a well-organized blog to document their learning.Participation in Carleton OCS Political Economy and Ecology in Southeast Asia Program",Winter 2025,"IS, International Studies | SI, Social Inquiry",Acceptance in the Political Economy and Ecology in Southeast Asia Program.,ASST Social Science | ASST South Asia | CCST Encounters | POSI Elective | SAST Supp Social Inquiry | CL: 300 level,"POSC
                                                 378.07 | Winter 2025 | Faculty: | Tun Myint | 🏫 | 👤"
POSC 379,Political Economy and Ecology of S.E. Asia: Diversity of Social Ecological Systems in Southeast Asia,6 credits,"Connecting the first and the second components, this course examines key actors, issues, and interests in the political economy of and ecology of Southeast Asia. Students will connect economy to ecology in Southeast Asia by connecting field experiences and observation to real data, facts, and cases that illustrate the interaction between economy and ecology. This course requires students to identify a topic of interest based on their field experience, research it using techniques taught in the field research and methods course, and write a research report in the form of a term paper.Participation in Carleton OCS Political Economy and Ecology in Southeast Asia Program",Winter 2025,"IS, International Studies | SI, Social Inquiry",Acceptance in the Political Economy and Ecology in Southeast Asia Program.,"ASST Social Science | ASST South Asia | CCST Encounters | ENTS Society, Culture and Policy | POSI Elective | SAST Supp Social Inquiry | CL: 300 level","POSC
                                                 379.07 | Winter 2025 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 25"
POSC 392,Political Economy & Ecology of Southeast Asia: Field Research Experiences and Methods,6 credits,"This course provides a comparative field research experiences for students. Students will carry out a project involving a combination of research techniques including questionnaires, interviews, and participant observation. Students will learn to develop quantitative reasoning and qualitative analyses based on field experiences. Students will write a short paper reflecting on their experience doing field research and present their findings to the class. An alternative assignment is to write a descriptive paper for a global audience to be published on Wikipedia.Participation in Carleton OCS Political Economy and Ecology in Southeast Asia Program",Winter 2025,No Exploration,Acceptance in the Political Economy and Ecology in Southeast Asia Program.,CL: Independent Study,"POSC
                                                 392.07 | Winter 2025 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 25"
POSC 394,Directed Research in Political Science,1 – 6 credits,"Students work on a research project related to a faculty member's research interests, and directed by that faculty member. Student activities vary according to the field and stage of the project. The long-run goal of these projects normally includes dissemination to a scholarly community beyond Carleton. The faculty member will meet regularly with the student and actively direct the work of the student, who will submit an end-of-term product, typically a paper or presentation.Register for this course by submitting the Directed Research form which requires approval from the project faculty supervisor and your adviser.","Winter 2025,                                                                                                                 Fall 2024,                                                                                                                 Winter 2025,                                                                                                                 Spring 2025",No Exploration,,CL: Faculty Research | POSI Elective,"POSC
                                                 394.11 | Winter 2025 | Faculty: | Barbara Allen | 🏫 | 👤"
POSC 400,Integrative Exercise,,,Winter 2025,,Student is a Political Science and International Relations major and has Senior Priority.,,"POSC
                                                 400.01 | Winter 2025 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.02 | Winter 2025 | Faculty: | Christina Farhart | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.03 | Winter 2025 | Faculty: | Greg Marfleet | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.04 | Winter 2025 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.05 | Winter 2025 | Faculty: | Laurence Cooper | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.06 | Winter 2025 | Faculty: | Mihaela Czobor-Lupp | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.08 | Winter 2025 | Faculty: | Ryan Dawkins | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.09 | Winter 2025 | Faculty: | Steven Poskanzer | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.10 | Winter 2025 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.11 | Winter 2025 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6"
PSYC 110,Principles of Psychology,6 credits,"This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment.",Winter 2025,"SI, Social Inquiry",,PSYC Introductory | CL: 100 level,"PSYC
                                                 110.00 | Winter 2025 | Faculty: | Julia Strand | 🏫 | 👤 | ·                                                                                     Sarah Meerts | 🏫 | 👤 | ·                                                                                     Sharon Akimoto | 🏫 | 👤 | Size: | 48 | M, W | Anderson Hall 121 | 9:50am-11:00am | F | Anderson Hall 121 | 9:40am-10:40am"
PSYC 200,Measurement and Data Analysis in Psychology,6 credits,"The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored.",Winter 2025,"FSR, Formal or Statistical Reasoning | QRE, Quantitative Reasoning",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- OR CGSC/ PSYC 232 – Cognitive Processes and CGSC/ PSYC 233 – Laboratory Cognitive Processes with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,CGSC Core | PSYC Methods | SDSC XDept Elective | CL: 200 level,"PSYC
                                                 200.00 | Winter 2025 | Faculty: | Violet Brown | 🏫 | 👤 | Size: | 26 | M, W | Anderson Hall 121 | 12:30pm-1:40pm | F | Anderson Hall 121 | 1:10pm-2:10pm"
PSYC 201,Measurement and Data Analysis Lab,2 credits,"This lab course accompanies the lecture course, Psychology 200, and must be taken during the same term. The lab will provide an opportunity to explore lecture topics more deeply, and in particular emphasize data collection and computational skills.PSYC 200 required.",Winter 2025,"QRE, Quantitative Reasoning",,CGSC Core | PSYC Methods,"PSYC
                                                 201.01 | Winter 2025 | Faculty: | Violet Brown | 🏫 | 👤 | Size: | 13 | T, TH | Olin 04 | 10:10am-11:55am || PSYC
                                                 201.02 | Winter 2025 | Faculty: | Violet Brown | 🏫 | 👤 | Size: | 13 | T, TH | Olin 04 | 1:15pm-3:00pm"
PSYC 210,Psychology of Learning and Memory,6 credits,"A summary of theoretical approaches, historical influences and contemporary research in the area of human and animal learning. The course provides a background in classical, operant, and contemporary conditioning models, and these are applied to issues such as behavioral therapy, drug addiction, decision-making, education, and choice. It is recommended that students enroll concurrently in Psychology 211. A grade of C- or better must be earned in both Psychology 210 and 211 to satisfy the LS requirement.It is recommended that students enroll concurrently in Psychology 211.",Winter 2025,"LS, Science with Lab | QRE, Quantitative Reasoning | WR2 Writing Requirement 2",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology or equivalent or N EURO 127 – Foundations of Neuroscience with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,EDUC 1 Learning and Cognitn | NEUR Elective | PSYC Biolgcl & Behavrl Proc | PSYC Core | CL: 200 level,"PSYC
                                                 210.00 | Winter 2025 | Faculty: | Julie Neiworth | 🏫 | 👤 | Size: | 40 | M, W | Olin 141 | 1:50pm-3:00pm | F | Olin 141 | 2:20pm-3:20pm"
PSYC 211,Lab Res Meth Learning & Memory,2 credits,This course accompanies Psychology 210. Students will replicate classical studies and plan and conduct original empirical research projects in the study of human and animal learning and memory. A grade of C- or better must be earned in both Psychology 210 and 211 to satisfy the LS requirement.Required concurrent or prior registration in PSYC 210,Winter 2025,"LS, Science with Lab | QRE, Quantitative Reasoning | WR2 Writing Requirement 2",,NEUR Elective | PSYC Laboratory,"PSYC
                                                 211.01 | Winter 2025 | Faculty: | Julie Neiworth | 🏫 | 👤 | Size: | 12 | T, TH | Hulings B12 | 10:10am-11:55am || PSYC
                                                 211.02 | Winter 2025 | Faculty: | Julie Neiworth | 🏫 | 👤 | Size: | 12 | T, TH | Hulings B12 | 1:15pm-3:00pm || PSYC
                                                 211.03 | Winter 2025 | Faculty: | Julie Neiworth | 🏫 | 👤 | Size: | 12 | T, TH | Hulings B12 | 3:10pm-4:55pm"
PSYC 251,Lifespan Development,6 credits,"This course explores the concepts, theories, and research on human development as it occurs over the lifespan and across contexts. We will learn about physical, cognitive, and psychosocial developmental milestones and challenges unique to each stage of human development. This exploration “from womb to tomb” includes infancy, early and middle childhood, adolescence, emerging adulthood, adulthood, and old age. Through readings, class discussions, and group and individual activities, students will have the opportunity to apply the concepts we are learning to the world around us.",Winter 2025,"SI, Social Inquiry",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,"EDUC 1 Learning and Cognitn | PSYC Core | PSYC Soc,Dev,Pers,Clin & Health | CL: 200 level","PSYC
                                                 251.00 | Winter 2025 | Faculty: | Emily Hazlett | 🏫 | 👤 | Size: | 32 | M, W | Olin 141 | 9:50am-11:00am | F | Olin 141 | 9:40am-10:40am"
PSYC 263,Sleep and Dreaming,6 credits,"This course will examine recent experimental findings and current perspectives on sleep, dreaming, sleep disorders, and states of consciousness.",Winter 2025,"SI, Social Inquiry",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,NEUR Elective | PSYC Biolgcl & Behavrl Proc | PSYC Core | CL: 200 level,"PSYC
                                                 263.00 | Winter 2025 | Faculty: | Lawrence Wichlinski | 🏫 | 👤 | Size: | 32 | M, W | Language & Dining Center 104 | 11:10am-12:20pm | F | Language & Dining Center 104 | 12:00pm-1:00pm"
PSYC 264,Relationship Science,6 credits,"What makes two people attracted to one another? Why do some relationships last for decades, and others for just weeks? In what ways do our relationships influence our understanding of who we are? In this course, we will address questions like these by exploring the field of relationship science, a research area that leverages the scientific method to study interpersonal attraction and relationships. The content covered in this course will focus primarily on insights drawn from psychological research on romantic relationships, with particular attention to questions of how people across diverse backgrounds and identities experience their relationships. Expected preparation: Psychology 110",Winter 2025,"SI, Social Inquiry",,"CL: 200 level | PSYC Core | PSYC Soc,Dev,Pers,Clin & Health","PSYC
                                                 264.00 | Winter 2025 | Faculty: | Emma McGorray | 🏫 | 👤 | Size: | 32 | M, W | Anderson Hall 121 | 1:50pm-3:00pm | F | Anderson Hall 121 | 2:20pm-3:20pm"
PSYC 318,Psychopharmacology,6 credits,"This course will cover the major categories of drugs that possess psychoactive properties, with an emphasis on their effects on the nervous system. In addition, drug use and abuse in a larger societal context will be examined.",Winter 2025,"SI, Social Inquiry",Student has completed any of the following course(s): PSYC 216 – Behavioral Neuroscience with a grade of C- or better.,NEUR Elective | PSYC Upper Level | CL: 300 level,"PSYC
                                                 318.00 | Winter 2025 | Faculty: | Lawrence Wichlinski | 🏫 | 👤 | Size: | 20 | M, W | Olin 102 | 1:50pm-3:00pm | F | Olin 102 | 2:20pm-3:20pm"
PSYC 370,Behavioral Neuroimmunology,6 credits,"The immune system directly influences the central nervous system and behavior during both health and disease. The course will have an emphasis on animal behavior (e.g., memory and sociability assays) and techniques in neuroimmunology that range from genetic engineering (e.g., CRISPR and DREADD) to immune cell function, detection of surface receptors, and protein expression (e.g., flow cytometry, confocal microscopy, immune cell migration assays, ELISA, and western blot.) The topics that will be covered range from how cytokines influence behavior to effects of gut microbiota in brain function and behavior. This course will primarily use empirical research that will help you develop a deeper understanding of molecular techniques, cell biology, and develop strong analytical skills of biological findings in immunology and its connection with animal behavior.",Winter 2025,"No Exploration | QRE, Quantitative Reasoning | WR2 Writing Requirement 2","Student has completed any of the following course(s): NEUR 127 – Foundations Neuroscience & Lab, PSYC 216 – Behavioral Neuroscience with grade of C- or better.",NEUR Elective | PSYC Seminar | PSYC Upper Level | CL: 300 level,"PSYC
                                                 370.00 | Winter 2025 | Faculty: | Gisel Flores-Montoya | 🏫 | 👤 | Size: | 15 | T, TH | Olin 102 | 1:15pm-3:00pm"
