Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
Political Science (POSC),2025 Spring Term,"POSC 315-00 - Polarization, Parties & Power","The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.",6,15,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","ACE Applied

AMST - American Studies Program :: AMST Democracy Activism

AMST - American Studies Program :: AMST Race Ethnicty Indign

AMST - American Studies Program :: AMST Space and Place

CL: 300 level

LAR: IDS, Intercultural Domestic Studies

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

POSI - Political Science and International Relations Program :: POSI Elective",Open
Political Science (POSC),2025 Spring Term,POSC 322-00 - Polarization Populism in LatAm,"Polarization and populism have shaped Latin American politics and development for much of the region's history. These forces have re-emerged in the post-Cold War period in acute and powerful ways in threatening democracy and systems of accountability. This course will examine these forces and adjacent phenomena such as democratic backsliding, the aggrandizement of presidential powers, socio-economic conflicts, contentious politics, and the continuation of state crises in Latin America. Students will work on their own research projects.",6,15,0,,,MW | 12:30 PM - 3:00 PM,"CL: 300 level

LAR: IS, International Studies

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

LTAM - Latin American Studies Program :: LTAM 300 HIST/SOAN/POSC

LTAM - Latin American Studies Program :: LTAM Electives

POSI - Political Science and International Relations Program :: POSI Elective",Open
Political Science (POSC),2025 Spring Term,POSC 333-00 - Glob Soc Changs & Sustainblty,"This course is about the relationship between social changes and ecological changes to understand and to be able to advance analytical concepts, research methods, and theories of society-nature interactions. How do livelihoods of individuals and groups change over time and how do the changes affect ecological sustainability? What are the roles of human institutions in ecological sustainability? What are the roles of ecosystem dynamics in institutional sustainability? Students will learn fundamental theories and concepts that explain linkages between social change and environmental changes and gain methods and skills to measure social changes qualitatively and quantitatively.",6,15,0,,Extra Time required.,TTH | 10:10 AM - 11:55 AM,"CL: 300 level

ENTS - Environmental Studies Program :: ENTS Society, Culture and Policy

ENTS - Environmental Studies Program :: ENTS Topical Seminar

LAR: IS, International Studies

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

POSI - Political Science and International Relations Program :: POSI Elective

PPOL -  Public Policy Program :: PPOL Envir Pol & Sustainablty",Open
Political Science (POSC),2025 Spring Term,"POSC 348-00 - Strangers, Foreigners, and Exiles","All over the world today, right-wing parties are winning the electorate with their anti-immigrant rhetoric. We are told that national identity, cultural heritage, civilizational values and even our jobs are threatened by the growing presence of the immigrants. In this course we will explore the complex and multifaceted reality of strangers’ and foreigners’ presence in modern societies. We will also try to understand what being an exile means for the human condition and what moral obligations we have toward refugees and other displaced people. Among others, our partners of conversation will be Hannah Arendt, Jacques Derrida, Tzvetan Todorov, Zygmunt Bauman, and Edward Said.",6,15,0,,,TTH | 10:10 AM - 11:55 AM,"CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 300 level

FFST - French and Francophone Studies Program :: FFST Social Science

FREN - French Program :: FREN Pertinent

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

POSI - Political Science and International Relations Program :: POSI Elective",Open
Psychology (PSYC),2025 Spring Term,PSYC 110-01 - Principles of Psychology,"This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment.",6,35,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 100 level

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

PSYC -  Psychology Program :: PSYC Introductory",Open
Psychology (PSYC),2025 Spring Term,PSYC 200-00 - Measurement and Data Analysis in Psychology,"The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored.",6,26,0,,,TTH | 10:10 AM - 11:55 AM,"CGSC - Cognitive Science Program :: CGSC Core

CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

PSYC -  Psychology Program :: PSYC Methods

STAT - Statistics Program :: SDSC XDept Elective",Open
Psychology (PSYC),2025 Spring Term,PSYC 216-00 - Behavioral Neuroscience,"An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. Psychology 216 does not require concurrent registration in Psychology 217, however, a grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission.",6,32,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CGSC - Cognitive Science Program :: CGSC Elective

CL: 200 level

LAR: Science with Lab Component :: LAR: LS, Science with Lab

NEUR -  Neuroscience Program :: NEUR Elective

PSYC -  Psychology Program :: PSYC Biolgcl & Behavrl Proc

PSYC -  Psychology Program :: PSYC Core",Open
Psychology (PSYC),2025 Spring Term,PSYC 220-00 - Sensation and Perception,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.",6,32,8,"8 - reserved for Sophomore Only (SO04, SO05, and SO06) until 03/05/2025","8 spots held for Sophomores (SO04, SO05, SO06) that will expire after the registration appointment times for these students have passed.","F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CGSC - Cognitive Science Program :: CGSC Elective

CL: 200 level

LAR: Science with Lab Component :: LAR: LS, Science with Lab

NEUR -  Neuroscience Program :: NEUR Elective

PSYC -  Psychology Program :: PSYC Biolgcl & Behavrl Proc

PSYC -  Psychology Program :: PSYC Cognitive Studies

PSYC -  Psychology Program :: PSYC Core",Open
Psychology (PSYC),2025 Spring Term,PSYC 256-00 - Soc Behav & Interpersnl Process,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.",6,32,0,,"Concurrent registration in Psychology 257 is optional, but strongly recommended.",TTH | 10:10 AM - 11:55 AM,"CL: 200 level

LAR: Science with Lab Component :: LAR: LS, Science with Lab

PSYC -  Psychology Program :: PSYC Core

PSYC -  Psychology Program :: PSYC Soc,Dev,Pers,Clin & Health",Open
Psychology (PSYC),2025 Spring Term,PSYC 354-00 - Counseling Psychology,"This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations.",6,15,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 300 level

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

PSYC -  Psychology Program :: PSYC Upper Level",Open
Psychology (PSYC),2025 Spring Term,PSYC 382-00 - Topic Social & Personality: Endings,"This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.",6,15,0,,,TTH | 10:10 AM - 11:55 AM,"CL: 300 level

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

PSYC -  Psychology Program :: PSYC Seminar

PSYC -  Psychology Program :: PSYC Upper Level",Open
Psychology (PSYC),2025 Spring Term,PSYC 389-00 - LGBTQ+ Psychology,"In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations.",6,15,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 300 level

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

LAR: IDS, Intercultural Domestic Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

PSYC -  Psychology Program :: PSYC Seminar

PSYC -  Psychology Program :: PSYC Upper Level",Open
Religion (RELG),2025 Spring Term,RELG 110-00 - Understanding Religion,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.",6,25,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CCST - Cross-Cultural Studies Program :: CCST Encounters

CCST - Cross-Cultural Studies Program :: CCST Seeing and Being Cross-Cult

CL: 100 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

RELG - Religion Program :: RELG Pertinent Course",Open
Religion (RELG),2025 Spring Term,RELG 121-00 - Introduction to Christianity,"This course will trace the history of Christianity from its origins in the villages of Palestine, to its emergence as the official religion of the Roman Empire, and through its evolution and expansion as the world's largest religion. The course will focus on events, persons, and ideas that have had the greatest impact on the history of Christianity, and examine how this tradition has evolved in different ways in response to different needs, cultures, and tensions--political and otherwise--around the world. This is an introductory course. No familiarity with the Bible, Christianity, or the academic study of religion is presupposed.",6,25,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 100 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

MARS - Medieval and Renaissance Studies Program :: MARS Supporting

RELG - Religion Program :: RELG Breadth

RELG - Religion Program :: RELG Christian Traditions

RELG - Religion Program :: RELG Pertinent Course",Open
Religion (RELG),2025 Spring Term,RELG 155-00 - Hinduism: An Introduction,"Hinduism is the world's third-largest religion (or, as some prefer, “way of life”), with about 1.2 billion followers. It is also one of its oldest, with roots dating back at least 3500 years. “Hinduism,” however, is a loosely defined, even contested term, designating the wide variety of beliefs and practices of the majority of the people of South Asia. This survey course introduces students to this great variety, including social structures (such as the caste system), rituals and scriptures, mythologies and epics, philosophies, life practices, politics, poetry, sex, gender, Bollywood, and—lest we forget—some 330 million gods and goddesses.",6,30,0,,,TTH | 1:15 PM - 3:00 PM,"ASST - Asian Studies Program :: ASST Pertinent

ASST - Asian Studies Program :: ASST South Asia

CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 100 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: QRE, Quantitative Reasoning

LAR: WR2 Writing Requirement 2

MARS - Medieval and Renaissance Studies Program :: MARS Supporting

RELG - Religion Program :: RELG Breadth

RELG - Religion Program :: RELG Hindu Traditions

RELG - Religion Program :: RELG Pertinent Course

SAST -  South Asian Studies Program :: SAST Humanistic Inquiry

SAST -  South Asian Studies Program :: SAST Supp Humanities

STAT - Statistics Program :: SDSC XDept Elective",Open
Religion (RELG),2025 Spring Term,"RELG 213-00 - Religion, Medicine, & Healing","How do religion and medicine approach the healing of disease and distress? Are religion and medicine complementary or do they conflict? Is medicine a more evolved form of religion, shorn of superstition and pseudoscience? This course explores religious and cultural models of health and techniques for achieving it, from ancient Greece to Christian monasteries to modern mindfulness and self-care programs. We will consider ethical quandaries about death, bodily suffering, mental illness, miraculous cures, and individual agency, all the while seeking to avoid simplistic narratives of rationality and irrationality.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

PPOL -  Public Policy Program :: PPOL Ethics

RELG - Religion Program :: RELG Christian Traditions

RELG - Religion Program :: RELG Pertinent Course",Open
Religion (RELG),2025 Spring Term,RELG 221-00 - Judaism and Gender,"How does gender shape the Jewish tradition, and how have Jewish historical moments, texts, and practices shaped Jewish notions of gender? Taking Judaism as a test case, this course will explore the relationship between historical circumstance, positionality, and the religious imaginary. We will examine the ways that Jewish gender and theology inform each other. We will see how gender was at play in Jewish negotiations of economic and social class, racial and ethnic status, even citizenship. Following the threads of practice and narrative, we will think about how intersectional gender has shaped the stories Jews tell, and the stories that are told about them.",6,25,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 200 level

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

JDST -  Judaic Studies Program :: JDST Pertinent

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

MEST - Middle Eastern Studies Program :: MEST Supporting Group 1

RELG - Religion Program :: RELG Jewish Traditions

RELG - Religion Program :: RELG Pertinent Course",Open
Religion (RELG),2025 Spring Term,RELG 261-00 - Race & Emp in American Islam,"From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.",6,25,0,,,TTH | 3:10 PM - 4:55 PM,"AMST - American Studies Program :: AMST America in the World

AMST - American Studies Program :: AMST Race Ethnicty Indign

CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

RELG - Religion Program :: RELG Islamic Traditions

RELG - Religion Program :: RELG Pertinent Course",Open
Religion (RELG),2025 Spring Term,RELG 344-00 - Lived Religion in America,"The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of ""official"" religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.",6,15,0,,,TTH | 10:10 AM - 11:55 AM,"AMST - American Studies Program :: AMST Prdctn Consmptn Cult

CL: 300 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

RELG - Religion Program :: RELG Christian Traditions

RELG - Religion Program :: RELG Pertinent Course

RELG - Religion Program :: RELG Traditions Americas",Open
Russian (RUSS),2025 Spring Term,RUSS 103-00 - Elementary Russian,Concludes introductory method of Russian 101-102.,6,20,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM

TTH | 9:30 AM - 10:35 AM","CL: 100 level

LAR: No Exploration",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 110-00 - Introduction to Anthropology,"Anthropology is the study of all human beings in all their diversity, an exploration of what it means to be human throughout the globe. This course helps us to see ourselves, and others, from a new perspective. By examining specific analytic concepts—such as culture—and research methods—such as participant observation—we learn how anthropologists seek to understand, document, and explain the stunning variety of human cultures and ways of organizing society. This course encourages you to consider how looking behind cultural assumptions helps anthropologists solve real world dilemmas.",6,30,30,"27 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025

3 - reserved for REQ: Sociology and Anthropology (SOAN) Major until 02/28/2025",3 spots held for SOAN majors; Sophomore Priority.,TTH | 1:15 PM - 3:00 PM,"AMMU - American Music Program :: AMMU Music Foundations

ARCN - Archaeology Program :: ARCN Pertinent

CCST - Cross-Cultural Studies Program :: CCST Seeing and Being Cross-Cult

CL: 100 level

LAR: CX, Cultural/Linguistics

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 111-00 - Introduction to Sociology,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.",6,30,30,"27 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025

3 - reserved for REQ: Sociology and Anthropology (SOAN) Major until 02/28/2025",3 spots held for SOAN majors; Sophomore Priority.,"F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM","AMMU - American Music Program :: AMMU Music Foundations

CCST - Cross-Cultural Studies Program :: CCST Seeing and Being Cross-Cult

CL: 100 level

LAR:  Social Inquiry :: LAR: SI, Social Inquiry",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 214-00 - Neighborhoods and Cities,"Inequalities and identities are well understood yet too often disconnected from the context of space and place. In this class, we discuss the ways that neighborhoods and cities are sites of inequality as well as identity. Neighborhoods are linked to the amount of wealth we hold; the schools we attend; the goods, services, and resources we have access to; and who our neighbors are. Neighborhoods are also spaces where identities and community are created, claimed, and contested. They can also be sites of conflict as they change through gentrification or other processes that often reflect inequalities of power, resources, and status. In this course, special attention will be paid to how race, gender and sexuality, and immigration shape inequalities and identity in neighborhoods and cities. This course will also include an academic civic engagement component, collaborating with local communities in Minnesota. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",6,25,0,,,TTH | 3:10 PM - 4:55 PM,"ACE Applied

AFST - Africana Studies Program :: AFST Social Inquiry

AMST - American Studies Program :: AMST Space and Place

CL: 200 level

LAR: IDS, Intercultural Domestic Studies

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 228-00 - Public Sociology of Religion,"This course focuses on special topics in the public sociology of religion. We will look at the intersection of race, religion, and politics in the U.S.; the intersection of science and religion in Indigenous-led environmental movements; and varieties of public religion around the world—including Islamic feminism and democracy in Egypt and Indonesia, Coptic Christianity and the Muslim Brotherhood, orthodox Jewish movements in Israel, American evangelicals in the U.S., and Black church mobilization in the U.S. civil rights movement. As we do so, we will examine core theoretical perspectives and empirical developments in the contemporary sociology of religion. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

RELG - Religion Program :: RELG Pertinent Course

RELG - Religion Program :: RELG XDept Pertinent",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 240-00 - Methods of Social Research,"When sociologists and anthropologists conduct their research, how do they know which method to choose? What assumptions guide their decision? What challenges might they encounter? What are their ethical obligations? In this course, we'll explore a diverse range of methods, from in-depth interviews to large-scale surveys and participant observation fieldwork. Students will also learn how to craft feasible research questions, select the right method, collect and analyze data, and communicate research methods effectively. This course is an essential foundation for SOAN majors, equipping students with the skills and knowledge necessary to succeed in their comps experience.",6,30,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","ACE Applied

CL: 200 level

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

RUSS - Russian Program :: RUSS Methods

STAT - Statistics Program :: SDSC XDept Elective",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 262-00 - Anthro of Health & Illness,"An ethnographic approach to beliefs and practices regarding health and illness in numerous societies worldwide. This course examines patients, practitioners, and the social networks and contexts through which therapies are managed to better understand medical systems as well as the significance of the anthropological study of misfortune. Specific topics include the symbolism of models of illness, the ritual management of misfortune and of life crisis events, the political economy of health, therapy management, medical pluralism, and cross-cultural medical ethics. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",6,25,0,,,TTH | 10:10 AM - 11:55 AM,"ACE Applied

CL: 200 level

LAR: CX, Cultural/Linguistics

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

PPOL -  Public Policy Program :: PPOL Public Health",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 312-00 - (Im)politeness/(Dis)respect in Lang,"Expressions of politeness and impoliteness differ between societies. From smiling at strangers to addressing a woman as “ma’am,” what is polite in one setting can be strange or antagonistic in another. This course focuses on cross-linguistic expressions of (im)politeness and (dis)respect, but also touches upon non-verbal behavior and communication. Older cross-cultural literature has focused on the positive valuations of politeness, deference, and respect in language. By balancing past scholarship with recent works on linguistic impoliteness and disrespect, we’ll explore language’s role in social relations, from creating harmony to sowing conflict. Expected preparation: prior Sociology/Anthropology course or instructor permission is recommended.",6,15,0,,The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.,TTH | 1:15 PM - 3:00 PM,"CL: 300 level

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LING - Linguistics Program :: LING Pertinent

SOAN - Sociology and Anthropology Program :: SOAN Pertinent",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 313-00 - Woke Nature,"The core of anthropological thought has been organized around the assumption that the production of complex cultural systems is reserved to the domain of the human experience. While scholars have contested this assumption for years, there is an emerging body of scholarship that proposes expanding our understandings of culture, and the ability to produce meaning in the world, to include non-human beings (e.g. plants, wildlife, micro-organisms, mountains). This course explores ethnographic works in this field and contextualizes insights within contemporary conversations pertaining to our relationship with nature, public health, and social justice movements that emerge within decolonized frameworks. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",6,15,0,,,TTH | 10:10 AM - 11:55 AM,"ACE Theoretical

CL: 300 level

ENTS - Environmental Studies Program :: ENTS Topical Seminar

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

LTAM - Latin American Studies Program :: LTAM Electives",Open
Sociology/Anthropology (SOAN),2025 Spring Term,SOAN 323-00 - Mother Earth,"Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",6,15,0,,,TTH | 8:15 AM - 10:00 AM,"CL: 300 level

ENTS - Environmental Studies Program :: ENTS Society, Culture and Policy

ENTS - Environmental Studies Program :: ENTS Topical Seminar

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

LTAM - Latin American Studies Program :: LTAM Electives

LTAM - Latin American Studies Program :: LTAM Pertinent Courses

POSI - Political Science and International Relations Program :: POSI Elective/Non POSC

PPOL -  Public Policy Program :: PPOL Envir Pol & Sustainablty",Open
Spanish (SPAN),2025 Spring Term,SPAN 103-01 - Intermediate Spanish,"This course continues the study of complex sentence patterns and reviews basic patterns in greater depth, partly through the discussion of authentic short stories. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",6,16,0,,,"F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM

TTH | 8:15 AM - 9:20 AM","CL: 100 level

LAR: No Exploration",Open
Spanish (SPAN),2025 Spring Term,SPAN 205-00 - Conversation & Composition,A course designed to develop the student's oral and written mastery of Spanish. Advanced study of grammar. Compositions and conversations based on cultural and literary topics. There is also an audio-video component focused on current affairs.,6,20,0,,,TTH | 3:10 PM - 4:55 PM,"CL: 200 level

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: LP Language Requirement",Open
Spanish (SPAN),2025 Spring Term,SPAN 220-00 - Latin American Narrative,"This course focuses on contemporary short stories and short novels. We will read some of the most relevant living authors from Latin America including Carlos Gamerro, Pilar Quintana, Kike Ferrari, Yeniter Poleo, Antonio José Ponte, among others. This will expose students to the most pressing issues in today's Latin America, ranging from gender, violence, racism, and immigration. We will interview at least one of the authors read during the term and discuss the social implications of their literature in today's world.",6,20,0,,In Trans,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LTAM - Latin American Studies Program :: LTAM Electives

SPAN - Spanish Program :: SPAN Latin Amer Literature",Open
Spanish (SPAN),2025 Spring Term,SPAN 263-00 - Hist of Human Rights,"This course proposes a genealogical study of the concept of Human Rights. The course will begin with the debates in sixteenth century Spain about the theological, political and juridical rights of ""Indians."" The course will cover four centuries and the following topics will be discussed: the debates about poverty in sixteenth century Spain; the birth of the concept of tolerance in the eighteenth century; the creation of the modern political constitution in the United States, France and Spain; the debates about women's rights, abortion and euthanasia, etc.",6,20,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 200 level

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LTAM - Latin American Studies Program :: LTAM Pertinent Courses",Open
Spanish (SPAN),2025 Spring Term,SPAN 369-00 - The Carnival Trail,"Carnivals are frequently associated with colourful crowds, merrymaking and excess. But what role do carnivals play in the construction of national and collective identities? We will try to answer this and other questions focusing on films, paintings, and literary texts from the twentieth and twenty-first centuries that represent some of the most popular carnivals in Latin America: Candombe (Uruguay), Yawar Fiesta (Peru), Blacks and Whites (Colombia), Oruro (Bolivia), and Rio (Brazil). We will analyze them from an interdisciplinary perspective that includes literary criticism, anthropology, and history. Students will engage with debates about nation, popular culture, modernity/modernization, and intangible cultural heritage.",6,25,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","ACE Theoretical

CL: 300 level

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LTAM - Latin American Studies Program :: LTAM Electives

SPAN - Spanish Program :: SPAN Latin Amer Literature",Open
