Course_1,Course_2,Description_1,Description_2,Similarity,most_similar_word
NEUR 239,CAMS 265,This laboratory course will provide experience in performing experiments to elucidate the structure and function of neurons and neural circuits using classical and cutting-edge techniques. Students will apply these techniques to develop and carry out an independent research project.,"This course examines the theories and techniques of sound design for film and video. Students will learn the basics of audio recording, sound editing and multi-track sound design specifically for the moving image. The goal of the course is a greater understanding of the practices and concepts associated with soundtrack development through projects using recording equipment and the digital audio workstation for editing and mixing.",0.8241469,using - using
NEUR 239,PHYS 342,This laboratory course will provide experience in performing experiments to elucidate the structure and function of neurons and neural circuits using classical and cutting-edge techniques. Students will apply these techniques to develop and carry out an independent research project.,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.",0.8210807,laboratory - laboratory
NEUR 239,THEA 110,This laboratory course will provide experience in performing experiments to elucidate the structure and function of neurons and neural circuits using classical and cutting-edge techniques. Students will apply these techniques to develop and carry out an independent research project.,"Introduces students to fundamental acting skills, including preliminary physical training, improvisational techniques, and basic scene work. The course includes analysis of plays as bases for performance, with a strong emphasis on characterization.Extra Time for rehearsal",0.8187458,research - analysis
NEUR 395,NEUR 395,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,1.0,capstone - capstone
NEUR 395,ASTR 113,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,Theory and practice of basic techniques in observational and laboratory astronomy. Certain problems involve the use of the 16-inch and 8-inch telescopes.,0.86840993,techniques - techniques
NEUR 395,ARTS 252,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"This course focuses on lost wax casting, 3D modeling and printing, and stone setting as methods to create jewelry and small sculptural objects in bronze and silver. Specific instruction will be given in the proper use of tools, torches, and other equipment, wax carving, and general metalsmithing techniques. Through the use of 3D modeling software and 3D printing, new technologies will expedite traditional processes allowing for a broad range of metalworking possibilities.Two seats held for Art and Art History majors until the day after junior priority registration.",0.846977,techniques - methods
NEUR 395,DANC 310,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"This advanced course will continue to focus on a variety of embodied movement approaches to refine the awareness of the moving body and prepare for the rigors of performance and physical research. The aim will be on finding a personal connection to movement through subtlety, speed and effort.",0.8402395,approaches - approaches
NEUR 395,IDSC 202,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"This seminar develops the skills needed to engage in and communicate advanced research. Each participant will work and present regularly on their ongoing research projects, and participate actively in an ongoing series of workshops and conferences. The seminar will also discuss in depth the nature of academia as institution and culture, and the role of diversity in the production of knowledge and teaching in American higher education. Open only to students with MMUF fellow status.Must be MMUF Fellow",0.8280878,seminar - seminar
NEUR 395,IDSC 198,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"This colloquium is designed to give students participating in the Focusing on Cultivating Scientists program an opportunity to learn and use skills in scientific study, reasoning, and modeling. The topics of this project-based colloquium will vary each term, and allow students to develop competencies in areas relevant to multiple science disciplines.",0.82028687,areas - areas
NEUR 395,BIOL 370,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"An examination of selected animal viruses. The course will focus on the most recent developments in HIV-related research, including implications for HIV-treatment and vaccines and the impact of viral infection on the immune system of the host. In addition to studying the structure and replication of particular viruses we will also discuss the current laboratory techniques used in viral research.",0.8201554,current - current
NEUR 395,CHEM 300.00,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,"An elective laboratory course involving mentored Chemistry research on a collaborative group project. The course involves regular scheduled class and laboratory meetings to introduce important topics and background literature relevant to the research, develop research strategies, and perform the project. The majority of the course will consist of laboratory research, with students submitting intermediate and final reports on their findings. This section will investigate the stereochemistry and sustainability of Suzuki cross coupling reactions.Extra Time, Students admitted by application, waitlist only",0.8189678,related - involving
NEUR 395,NEUR 239,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,This laboratory course will provide experience in performing experiments to elucidate the structure and function of neurons and neural circuits using classical and cutting-edge techniques. Students will apply these techniques to develop and carry out an independent research project.,0.81372976,techniques - techniques
NEUR 395,CHEM 349,This capstone seminar will cover current approaches and techniques in the field of neuroscience. Guest speakers in neuroscience and related areas will present their research.1st 5 weeks,Credit for the laboratory portion of Chemistry 348.Requires concurrent registration in CHEM 348,0.81049204,areas - portion
PHIL 119,PHIL 119,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.",1.0,room - room
PHIL 119,EDUC 242,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","This course will examine the increasingly prominent role that technology is playing in education, inside and outside of schools. How is technology transforming teaching and learning? What are the potential costs and benefits of relying on technology to provide educational opportunities? Is technology re-wiring our brains? And who needs brains when we have Google and ChatGPT? This course will examine the following topics, among others: digital literacy, virtual reality, cyborgs and artificial intelligence.",0.88557714,room - inside
PHIL 119,BIOL 378,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","The Earth formed four and a half billion years ago. Evidence suggests that within 700 million years, life had gained a foothold on this planet. We will delve into the primary literature to explore fundamental questions about the origin and evolution of life: How did life arise from non-life on the dynamic young Earth? Where on Earth did life begin? Did life only arise once? What did the first living organisms look like? What was the nature of our last universal common ancestor? How did life alter the planet on which it arose? Could life originate elsewhere in the cosmos?",0.75237244,questions - questions
PHIL 119,CS 201,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that “there has to be a better/smarter way to do this problem”? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.",0.7147596,questions - questions
PHIL 119,RUSS 267,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Against the backdrop of the Napoleonic Wars, Lev Tolstoy challenges readers to confront some of the most confounding questions of human existence: How can we reconcile the notion of free will with the seemingly ineluctable forces of history? Is individual moral action possible in war? How can we live a meaningful life in the face of inevitable death? And what might lie after death? In this course we readWar and Peacein its cultural and historical context, while also considering how it continues to be relevant to our lives today. Conducted in English. No knowledge of Russian literature or history required.2nd 5 weeks, in translation",0.7138207,questions - questions
PHIL 119,CS 311,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Scientific simulations, movies, and video games often incorporate computer-generated images of fictitious worlds. How are these worlds represented inside a computer? How are they “photographed” to produce the images that we see? What performance constraints and design trade-offs come into play? In this course we learn the basic theory and methodology of three-dimensional computer graphics, including both triangle rasterization and ray tracing. Familiarity with vectors and matrices is recommended but not required.",0.70891434,various - including
PHIL 119,PHIL 124,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.",0.6978411,various - variety
PHIL 119,GRK 226,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Greek literature abounds in stories of hostile encounters between heroes and monsters. Perseus vs. Medusa, Theseus and the Minotaur, Bellerophon vs. the Chimera are only a few of these stories that feature larger-than-life individuals who confront otherworldly creatures. But why is there such a fascination in the Greek mind? In this course, we will examine such stories in the original Greek, looking at authors such as Homer, Hesiod, Herodotus, and Lucian, and we will discuss what the socio-cultural constructions of theheroand themonstershow us about what it means to be human both in antiquity and in modern times.",0.67790765,meaning - means
PHIL 119,ENGL 268,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","This course will explore techniques writers can use to create a variety of texts in collaboration with artificial intelligence tools like Bard, Claude, and ChatGPT. We'll examine how to craft an initial prompt for an AI, how to evaluate the AI's output, how to iterate the prompt to produce better results, and when it's more effective to simply revise the AI's writing yourself.  We'll also discuss the limits of AI technology and a range of practical and ethical subjects connected to AI, including plagiarism, copyright, and cultural bias. Previous experience with AI tools is not necessary for this course.",0.659356,also - also
PHIL 119,CS 208,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.","Are you curious what’s really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.",0.6539854,various - including
PHIL 124,PHIL 124,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.",1.0,views - views
PHIL 124,EDUC 242,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","This course will examine the increasingly prominent role that technology is playing in education, inside and outside of schools. How is technology transforming teaching and learning? What are the potential costs and benefits of relying on technology to provide educational opportunities? Is technology re-wiring our brains? And who needs brains when we have Google and ChatGPT? This course will examine the following topics, among others: digital literacy, virtual reality, cyborgs and artificial intelligence.",0.8512361,become - increasingly
PHIL 124,PHIL 209,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.",0.84847695,different - different
PHIL 124,IDSC 251,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Human beings are always and everywhere challenged by the question: What should I do to spend my mortal time well? One way to approach this ultimate challenge is to explore some of the great cultural products of our civilization–works that are a delight to read for their wisdom and artfulness. This series of two-credit courses will explore a philosophical dialogue of Plato in the fall, a work from the Bible in the winter, and a pair of plays by Shakespeare in the spring. The course can be repeated for credit throughout the year and in subsequent years.",0.8318885,makes - way
PHIL 124,BIOL 378,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","The Earth formed four and a half billion years ago. Evidence suggests that within 700 million years, life had gained a foothold on this planet. We will delve into the primary literature to explore fundamental questions about the origin and evolution of life: How did life arise from non-life on the dynamic young Earth? Where on Earth did life begin? Did life only arise once? What did the first living organisms look like? What was the nature of our last universal common ancestor? How did life alter the planet on which it arose? Could life originate elsewhere in the cosmos?",0.8059021,lived - living
PHIL 124,EDUC 110,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","This course will focus on education as a multidisciplinary field of study. We will explore the meanings of education within individual lives and institutional contexts, learn to critically examine the assumptions that writers, psychologists, sociologists and philosophers bring to the study of education, and read texts from a variety of disciplines. What has “education” meant in the past? What does “education” mean in contemporary American society? What might “education” mean to people with differing circumstances and perspectives? And what should “education” mean in the future? Open only to first-and second-year students.",0.7934717,contemporary - contemporary
PHIL 124,SOAN 323,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world.The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",0.7867373,different - many
PHIL 124,RUSS 266,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Fyodor Dostoevsky’s last novel,The Brothers Karamazov, is many things: a riveting murder mystery, a probing philosophical treatise, one of the best known novels in world literature, and a complex book worth reading and discussing with serious readers of diverse backgrounds. We will familiarize ourselves with the historical and philosophical context in which it was written, while grappling with the fundamental questions it raises: What does it mean to act morally? Why do humans so often act against their own best interest? How do we reconcile a world of chaos and suffering with the notion of a benevolent god? Conducted entirely in English.1st 5 weeks, in translation",0.7798702,familiarize - familiarize
PHIL 124,RUSS 267,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Against the backdrop of the Napoleonic Wars, Lev Tolstoy challenges readers to confront some of the most confounding questions of human existence: How can we reconcile the notion of free will with the seemingly ineluctable forces of history? Is individual moral action possible in war? How can we live a meaningful life in the face of inevitable death? And what might lie after death? In this course we readWar and Peacein its cultural and historical context, while also considering how it continues to be relevant to our lives today. Conducted in English. No knowledge of Russian literature or history required.2nd 5 weeks, in translation",0.7566689,experience - life
PHIL 124,CS 311,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","Scientific simulations, movies, and video games often incorporate computer-generated images of fictitious worlds. How are these worlds represented inside a computer? How are they “photographed” to produce the images that we see? What performance constraints and design trade-offs come into play? In this course we learn the basic theory and methodology of three-dimensional computer graphics, including both triangle rasterization and ray tracing. Familiarity with vectors and matrices is recommended but not required.",0.74916303,different - often
PHIL 202,PHIL 202,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only",0.99999994,views - views
PHIL 202,RUSS 228F,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","This course will offer readings and discussions of Russian-language materials and short speaking and writing assignments. Students taking RUSS 207, 209, 307, and 309 are required to enroll in this supplement to RUSS 228. Taught in Russian.Open only to student participating in Carleton OCS Program: Russophone Studies in Central Asia",0.8082543,limited - short
PHIL 202,EDUC 385,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only",This course permits licensure candidates to become more familiar with their student teaching sites through frequent observation and interaction. The course provides an opportunity to work directly in schools and community organizations related to schools and to reflect on that experience in a classroom setting. Recommended Preparation:Acceptance into Teacher Licensure Program and registration for fall student teaching.Open only to students accepted into Teacher Licensure Program. Extra Time required,0.7523527,students - students
PHIL 202,SPAN 208,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","An excellent opportunity to brush up your Spanish while learning about current issues in Spain and Latin America. The class meets only once a week for an hour. Class requirements include reading specific sections of Spain’s leading newspaper, El País, everyday on the internet (El País), and then meeting once a week to exchange ideas over coffee with a small group of students like yourself.",0.72875637,students - students
PHIL 202,IDSC 280,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","Carleton does not grant credit for internships, but valuable off-campus learning experiences can be integrated into the academic program. Although the specific nature of internship experiences will vary, internships are opportunities to apply and extend one's academic skills and interests into work in non-academic settings. This course will involve carefully monitored work experiences in which a student has intentional learning goals. Achieving these goals will be measured through reflective writing assignments, as well as written work in connection with assigned readings. Recommended Preparation:An internship and learning contract approved by the Career Center Director of Internships. The internship must be a minimum of 6 weeks and 180 hours and approved in advance by the instructor and the Career Center Internship Program Director.Instructor Consent required",0.7262234,skills - skills
PHIL 202,IDSC 198,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","This colloquium is designed to give students participating in the Focusing on Cultivating Scientists program an opportunity to learn and use skills in scientific study, reasoning, and modeling. The topics of this project-based colloquium will vary each term, and allow students to develop competencies in areas relevant to multiple science disciplines.",0.70716137,students - students
PHIL 202,CAMS 272,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","Narrative films are the product of many artists working in concert toward a shared artistic vision. In this course, students will explore the essential crew roles on narrative films and choose an area in which they would like to specialize during the making of a collaborative project in Los Angeles. In addition to a focus on story and directing actors, specialized equipment and craft labs will expand students' technical skills. Through the term, students will learn the ins-and-outs of filmmaking in Los Angeles while moving through production of a narrative short film, with each student taking on a specific crew position in a collaborative project.Open only to participants in Carleton OCS CAMS Production in Los Angeles Program",0.7067606,students - students
PHIL 202,RUSS 110,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","For students with no previous training in or minimal knowledge of Russian. Simultaneous development of skills in speaking, reading, aural comprehension, and writing. Class meets four days a week for two hours. This course is conducted by members of Kazakh National University’s Philological Faculty and supervised by the program director.",0.69004965,students - students
PHIL 202,CAMS 229,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","Los Angeles is well known as the center of the film and television industry. This course will explore the lesser-know experimental and avant-garde cinematic histories and current practices in Los Angeles through readings and screenings. Site visits will include filmmaker and media artist studios, archives, and film festivals. Students will reflect on their experiences with course materials through short writings and creative projects.Open only to participants in Carleton OCS CAMS Production in Los Angeles Program",0.6893261,good - well
PHIL 202,EUST 101.07,"In this course, Carleton students will collaborate with local high school students from the Area Learning Center (ALC) to develop and articulate views on philosophical issues of interest to Carleton students and students at the ALC. Our overarching objectives are to promote the joy of doing philosophy and to foster skills among Carleton and ALC students for having good philosophical conversations. These skills include, but are not limited to listening, empathy, intellectual humility, and flexibility.Meets M/W only","This course will provide instruction in spoken and written Italian with particular attention given to developing conversational ability.Open only to students participating in Carleton History, Religion, and Urban Change in Medieval and Renaissance Rome program",0.68379,students - students
PHIL 209,PHIL 209,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.","Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.",0.99999994,particular - particular
PHIL 209,PHIL 124,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.","What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.",0.84847695,different - different
PHIL 209,AFST 300,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.","Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.",0.83354354,playing - played
PHIL 209,POSC 266,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.","City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.",0.7925417,competing - compete
PHIL 209,RUSS 266,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.","Fyodor Dostoevsky’s last novel,The Brothers Karamazov, is many things: a riveting murder mystery, a probing philosophical treatise, one of the best known novels in world literature, and a complex book worth reading and discussing with serious readers of diverse backgrounds. We will familiarize ourselves with the historical and philosophical context in which it was written, while grappling with the fundamental questions it raises: What does it mean to act morally? Why do humans so often act against their own best interest? How do we reconcile a world of chaos and suffering with the notion of a benevolent god? Conducted entirely in English.1st 5 weeks, in translation",0.7768083,questions - questions
