source node,target node,similarity score,desc1,desc2,highlight_words
HIST 347-00 - The Global Cold War,POSC 201-00 - Statecraft & Tools Natl Power,0.9692926,"In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.","This course covers the science and art of statecraft, which is the application of the tools of national power. Students will study how nations use diplomatic, economic, and military power to achieve stated national policy objectives. The course is team-taught by three career national security professionals. Case studies are used to assess the application of diplomatic, economic, and military power in the real world. Course readings, papers, and significant classroom discussion will deliver content to students and set the stage for the International Strategic Crisis Negotiation Exercise, which is a graded part of the course.",part economic
POSC 201-00 - Statecraft & Tools Natl Power,THEA 185-00 - The Speaking Voice,0.95214677,"This course covers the science and art of statecraft, which is the application of the tools of national power. Students will study how nations use diplomatic, economic, and military power to achieve stated national policy objectives. The course is team-taught by three career national security professionals. Case studies are used to assess the application of diplomatic, economic, and military power in the real world. Course readings, papers, and significant classroom discussion will deliver content to students and set the stage for the International Strategic Crisis Negotiation Exercise, which is a graded part of the course.","This course seeks to provide a practical understanding of the human voice, its anatomy, functioning and the underlying support mechanisms of body and breath. Using techniques rooted in the work of Berry, Linklater and Rodenburg, the course will explore the development of physical balance and ease and the awareness of the connection between thinking and breathing that will lead to the effortless, powerful and healthy use of the voice in public presentations and in dramatic performance.",provide significant
THEA 185-00 - The Speaking Voice,POSC 201-00 - Statecraft & Tools Natl Power,0.95214677,"This course seeks to provide a practical understanding of the human voice, its anatomy, functioning and the underlying support mechanisms of body and breath. Using techniques rooted in the work of Berry, Linklater and Rodenburg, the course will explore the development of physical balance and ease and the awareness of the connection between thinking and breathing that will lead to the effortless, powerful and healthy use of the voice in public presentations and in dramatic performance.","This course covers the science and art of statecraft, which is the application of the tools of national power. Students will study how nations use diplomatic, economic, and military power to achieve stated national policy objectives. The course is team-taught by three career national security professionals. Case studies are used to assess the application of diplomatic, economic, and military power in the real world. Course readings, papers, and significant classroom discussion will deliver content to students and set the stage for the International Strategic Crisis Negotiation Exercise, which is a graded part of the course.",significant provide
POSC 206-00 - Judges and Courts,SPAN 263-00 - Hist of Human Rights,0.9443523,"This course focuses on the judicial branch of government. By exploring the judiciary and the courts, we will see how law, politics, economics, and social trends combine to shape the legal system. We will examine how judges are selected; how judges’ backgrounds and views influence their decisions; the moral, emotional, and intellectual aspects of deciding cases; variations between judges in different courts and administrative settings; and how judging fits into the broader structure and operation of the courts. A special feature of this course will be a guest lectures and dialogue with judges and judicial clerks.","This course proposes a genealogical study of the concept of Human Rights. The course will begin with the debates in sixteenth century Spain about the theological, political and juridical rights of ""Indians."" The course will cover four centuries and the following topics will be discussed: the debates about poverty in sixteenth century Spain; the birth of the concept of tolerance in the eighteenth century; the creation of the modern political constitution in the United States, France and Spain; the debates about women's rights, abortion and euthanasia, etc.",political legal
SPAN 263-00 - Hist of Human Rights,POSC 206-00 - Judges and Courts,0.9443523,"This course proposes a genealogical study of the concept of Human Rights. The course will begin with the debates in sixteenth century Spain about the theological, political and juridical rights of ""Indians."" The course will cover four centuries and the following topics will be discussed: the debates about poverty in sixteenth century Spain; the birth of the concept of tolerance in the eighteenth century; the creation of the modern political constitution in the United States, France and Spain; the debates about women's rights, abortion and euthanasia, etc.","This course focuses on the judicial branch of government. By exploring the judiciary and the courts, we will see how law, politics, economics, and social trends combine to shape the legal system. We will examine how judges are selected; how judges’ backgrounds and views influence their decisions; the moral, emotional, and intellectual aspects of deciding cases; variations between judges in different courts and administrative settings; and how judging fits into the broader structure and operation of the courts. A special feature of this course will be a guest lectures and dialogue with judges and judicial clerks.",legal political
POSC 206-00 - Judges and Courts,POSC 242-00 - Middle East Politics,0.93885684,"This course focuses on the judicial branch of government. By exploring the judiciary and the courts, we will see how law, politics, economics, and social trends combine to shape the legal system. We will examine how judges are selected; how judges’ backgrounds and views influence their decisions; the moral, emotional, and intellectual aspects of deciding cases; variations between judges in different courts and administrative settings; and how judging fits into the broader structure and operation of the courts. A special feature of this course will be a guest lectures and dialogue with judges and judicial clerks.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.",political politics
POSC 242-00 - Middle East Politics,POSC 206-00 - Judges and Courts,0.93885684,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","This course focuses on the judicial branch of government. By exploring the judiciary and the courts, we will see how law, politics, economics, and social trends combine to shape the legal system. We will examine how judges are selected; how judges’ backgrounds and views influence their decisions; the moral, emotional, and intellectual aspects of deciding cases; variations between judges in different courts and administrative settings; and how judging fits into the broader structure and operation of the courts. A special feature of this course will be a guest lectures and dialogue with judges and judicial clerks.",politics political
POSC 230-00 - Methods of Political Research,LING 319-00 - Sociolinguistic Field Methods,0.9655178,"An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.","Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans.",research data
LING 319-00 - Sociolinguistic Field Methods,POSC 230-00 - Methods of Political Research,0.9655178,"Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans.","An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.",data research
POSC 230-00 - Methods of Political Research,ENTS 120-52 - Introduction to Geospatial Analysis & Lab,0.94925404,"An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.","Spatial data analysis using Geographic Information Systems (GIS), remote sensing, global positioning, and related technologies are increasingly important for understanding and analyzing a wide range of biophysical, social, and economic phenomena. This course serves as an overview and introduction to the concepts, algorithms, issues, and methods in describing, analyzing, and modeling geospatial data over a range of application areas.",social data
ENTS 120-52 - Introduction to Geospatial Analysis & Lab,POSC 230-00 - Methods of Political Research,0.94925404,"Spatial data analysis using Geographic Information Systems (GIS), remote sensing, global positioning, and related technologies are increasingly important for understanding and analyzing a wide range of biophysical, social, and economic phenomena. This course serves as an overview and introduction to the concepts, algorithms, issues, and methods in describing, analyzing, and modeling geospatial data over a range of application areas.","An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.",data social
POSC 231-00 - American Foreign Policy,RELG 344-00 - Lived Religion in America,0.8863982,"An introduction to the actors and processes of American foreign policymaking and to the substance of American foreign policy. The course aims to provide students with an understanding of how knowledge of the past, the global policy environment, the processes of foreign policymaking, and the specifics of a foreign policy issue come together to help determine modern American foreign policy. The course will review the structure of the international system of states, state power and interests, the historical context of American foreign policy, actors in American foreign affairs, models of foreign policy decision making, and the instruments of foreign policy. Recommended preparation: POSC 122, AP American Government or AP U.S. History.","The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of ""official"" religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.",make context
RELG 344-00 - Lived Religion in America,POSC 231-00 - American Foreign Policy,0.8863982,"The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of ""official"" religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.","An introduction to the actors and processes of American foreign policymaking and to the substance of American foreign policy. The course aims to provide students with an understanding of how knowledge of the past, the global policy environment, the processes of foreign policymaking, and the specifics of a foreign policy issue come together to help determine modern American foreign policy. The course will review the structure of the international system of states, state power and interests, the historical context of American foreign policy, actors in American foreign affairs, models of foreign policy decision making, and the instruments of foreign policy. Recommended preparation: POSC 122, AP American Government or AP U.S. History.",context make
POSC 231-00 - American Foreign Policy,HIST 220-00 - Black History in Film,0.87842363,"An introduction to the actors and processes of American foreign policymaking and to the substance of American foreign policy. The course aims to provide students with an understanding of how knowledge of the past, the global policy environment, the processes of foreign policymaking, and the specifics of a foreign policy issue come together to help determine modern American foreign policy. The course will review the structure of the international system of states, state power and interests, the historical context of American foreign policy, actors in American foreign affairs, models of foreign policy decision making, and the instruments of foreign policy. Recommended preparation: POSC 122, AP American Government or AP U.S. History.","This course focuses on the representation of African American history in popular US-American movies. It will introduce students to the field of visual history, using cinema as a primary source. Through films from the twentieth and twenty-first centuries, the seminar will analyze African American history, (pop-)cultural depictions, and memory culture. We will discuss subjects, narrative arcs, stylistic choices, production design, performative and film industry practices, and historical receptions of movies. The topics include slavery, racial segregation and white supremacy, the Black Freedom Movement, controversies and conflicts in Black communities, Black LGBTQIA+ history, ghettoization and police brutality, Black feminism, and Afrofuturism.",american history
HIST 220-00 - Black History in Film,POSC 231-00 - American Foreign Policy,0.87842363,"This course focuses on the representation of African American history in popular US-American movies. It will introduce students to the field of visual history, using cinema as a primary source. Through films from the twentieth and twenty-first centuries, the seminar will analyze African American history, (pop-)cultural depictions, and memory culture. We will discuss subjects, narrative arcs, stylistic choices, production design, performative and film industry practices, and historical receptions of movies. The topics include slavery, racial segregation and white supremacy, the Black Freedom Movement, controversies and conflicts in Black communities, Black LGBTQIA+ history, ghettoization and police brutality, Black feminism, and Afrofuturism.","An introduction to the actors and processes of American foreign policymaking and to the substance of American foreign policy. The course aims to provide students with an understanding of how knowledge of the past, the global policy environment, the processes of foreign policymaking, and the specifics of a foreign policy issue come together to help determine modern American foreign policy. The course will review the structure of the international system of states, state power and interests, the historical context of American foreign policy, actors in American foreign affairs, models of foreign policy decision making, and the instruments of foreign policy. Recommended preparation: POSC 122, AP American Government or AP U.S. History.",history american
POSC 242-00 - Middle East Politics,RELG 110-00 - Understanding Religion,0.9637871,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.",politics religion
RELG 110-00 - Understanding Religion,POSC 242-00 - Middle East Politics,0.9637871,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.",religion politics
POSC 242-00 - Middle East Politics,CLAS 123-00 - Greek Archaeology and Art,0.9576475,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.",change religion
CLAS 123-00 - Greek Archaeology and Art,POSC 242-00 - Middle East Politics,0.9576475,"This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.",religion change
POSC 242-00 - Middle East Politics,SPAN 220-00 - Latin American Narrative,0.9541434,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","This course focuses on contemporary short stories and short novels. We will read some of the most relevant living authors from Latin America including Carlos Gamerro, Pilar Quintana, Kike Ferrari, Yeniter Poleo, Antonio José Ponte, among others. This will expose students to the most pressing issues in today's Latin America, ranging from gender, violence, racism, and immigration. We will interview at least one of the authors read during the term and discuss the social implications of their literature in today's world.",social political
SPAN 220-00 - Latin American Narrative,POSC 242-00 - Middle East Politics,0.9541434,"This course focuses on contemporary short stories and short novels. We will read some of the most relevant living authors from Latin America including Carlos Gamerro, Pilar Quintana, Kike Ferrari, Yeniter Poleo, Antonio José Ponte, among others. This will expose students to the most pressing issues in today's Latin America, ranging from gender, violence, racism, and immigration. We will interview at least one of the authors read during the term and discuss the social implications of their literature in today's world.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.",political social
POSC 252-00 - Theoretical Foundations of the American Regime,FREN 245-00 - Franco Lit: Africa&Caribbean,0.97447634,"In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.",political
FREN 245-00 - Franco Lit: Africa&Caribbean,POSC 252-00 - Theoretical Foundations of the American Regime,0.97447634,"Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).",political
POSC 252-00 - Theoretical Foundations of the American Regime,SOAN 111-00 - Introduction to Sociology,0.95518535,"In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.",though political
SOAN 111-00 - Introduction to Sociology,POSC 252-00 - Theoretical Foundations of the American Regime,0.95518535,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).",political though
POSC 266-00 - Urban Political Economy,SOAN 323-00 - Mother Earth,0.95867604,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",many increasingly
SOAN 323-00 - Mother Earth,POSC 266-00 - Urban Political Economy,0.95867604,"Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.",increasingly many
POSC 266-00 - Urban Political Economy,PHIL 124-00 - Friendship,0.9437914,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.",become
PHIL 124-00 - Friendship,POSC 266-00 - Urban Political Economy,0.9437914,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.","City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.",become
POSC 272-00 - Constitutional Law II,SOAN 312-00 - (Im)politeness/(Dis)respect in Lang,0.9080551,"This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","Expressions of politeness and impoliteness differ between societies. From smiling at strangers to addressing a woman as “ma’am,” what is polite in one setting can be strange or antagonistic in another. This course focuses on cross-linguistic expressions of (im)politeness and (dis)respect, but also touches upon non-verbal behavior and communication. Older cross-cultural literature has focused on the positive valuations of politeness, deference, and respect in language. By balancing past scholarship with recent works on linguistic impoliteness and disrespect, we’ll explore language’s role in social relations, from creating harmony to sowing conflict. Expected preparation: prior Sociology/Anthropology course or instructor permission is recommended.",respect kind
SOAN 312-00 - (Im)politeness/(Dis)respect in Lang,POSC 272-00 - Constitutional Law II,0.9080551,"Expressions of politeness and impoliteness differ between societies. From smiling at strangers to addressing a woman as “ma’am,” what is polite in one setting can be strange or antagonistic in another. This course focuses on cross-linguistic expressions of (im)politeness and (dis)respect, but also touches upon non-verbal behavior and communication. Older cross-cultural literature has focused on the positive valuations of politeness, deference, and respect in language. By balancing past scholarship with recent works on linguistic impoliteness and disrespect, we’ll explore language’s role in social relations, from creating harmony to sowing conflict. Expected preparation: prior Sociology/Anthropology course or instructor permission is recommended.","This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course",kind respect
POSC 272-00 - Constitutional Law II,ARTS 374-00 - Advanced Printmaking,0.8786997,"This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","This course builds upon student’s prior introductory coursework in any printmaking media (Silkscreen, Relief, Intaglio, Risography, or Lithography). We will engage in further technical study in printmaking as well as pursue conceptual engagement in theory and readings relevant to the field. This course will emphasize student-directed learning and the integration of concept and media.",relevant process
