source node,target node,similarity score,desc1,desc2,keywords1,keywords2,highlight_words
POSC 242-00 - Middle East Politics,RELG 110-00 - Understanding Religion,0.9653158,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","religion, history, culture, middle, century","religion, history, culture, middle, century",politics religion
RELG 110-00 - Understanding Religion,POSC 242-00 - Middle East Politics,0.9653158,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","religion, history, culture, middle, century","religion, history, culture, middle, century",religion politics
POSC 242-00 - Middle East Politics,CLAS 123-00 - Greek Archaeology and Art,0.96208256,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.","religion, history, culture, middle, century","indigenous, material, court, judge, present",social religion
CLAS 123-00 - Greek Archaeology and Art,POSC 242-00 - Middle East Politics,0.96208256,"This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","indigenous, material, court, judge, present","religion, history, culture, middle, century",religion social
POSC 242-00 - Middle East Politics,HIST 251-00 - Japan and Europe,0.9565658,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","religion, history, culture, middle, century","play, production, performance, project, social",history current
HIST 251-00 - Japan and Europe,POSC 242-00 - Middle East Politics,0.9565658,"This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","play, production, performance, project, social","religion, history, culture, middle, century",current history
POSC 252-00 - Theoretical Foundations of the American Regime,FREN 245-00 - Franco Lit: Africa&Caribbean,0.963958,"In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.","founder, novel, theoretical, understand, actor","movement, process, develop, french, broad",political
FREN 245-00 - Franco Lit: Africa&Caribbean,POSC 252-00 - Theoretical Foundations of the American Regime,0.963958,"Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","movement, process, develop, french, broad","founder, novel, theoretical, understand, actor",political
POSC 252-00 - Theoretical Foundations of the American Regime,SOAN 111-00 - Introduction to Sociology,0.9393725,"In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.","founder, novel, theoretical, understand, actor","social, policy, political, labor, economic",though political
SOAN 111-00 - Introduction to Sociology,POSC 252-00 - Theoretical Foundations of the American Regime,0.9393725,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).","social, policy, political, labor, economic","founder, novel, theoretical, understand, actor",political though
POSC 266-00 - Urban Political Economy,SOAN 323-00 - Mother Earth,0.94438714,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","change, cinema, city, medium, space","human, relationship, cultural, culture, war",local global
SOAN 323-00 - Mother Earth,POSC 266-00 - Urban Political Economy,0.94438714,"Why are so many sustainable development projects anchored around women's cooperatives? Why is poverty depicted as having a woman's face? Is the solution to the environmental crisis in the hands of women the nurturers? From overly romantic notions of stewardship to the feminization of poverty, this course aims to evaluate women's relationships with local environments and development initiatives. The course uses anthropological frameworks to evaluate case studies from around the world. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","human, relationship, cultural, culture, war","change, cinema, city, medium, space",global local
POSC 266-00 - Urban Political Economy,"AFST 300-00 - Race, Racism, and the Beloved Community in the US",0.9302008,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights. Offered at both the 200 and 300 levels; coursework will be adjusted accordingly. Students who have previously taken any AFST course should register for AFST 300; students who have not should register for AFST 213.","change, cinema, city, medium, space","right, century, lgbtq, debate, spain",community think
"AFST 300-00 - Race, Racism, and the Beloved Community in the US",POSC 266-00 - Urban Political Economy,0.9302008,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights. Offered at both the 200 and 300 levels; coursework will be adjusted accordingly. Students who have previously taken any AFST course should register for AFST 300; students who have not should register for AFST 213.","City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents? Who governs? Who benefits? Short essays or exams will be required.","right, century, lgbtq, debate, spain","change, cinema, city, medium, space",think community
POSC 272-00 - Constitutional Law II,SOAN 312-00 - (Im)politeness/(Dis)respect in Lang,0.8932583,"This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","Expressions of politeness and impoliteness differ between societies. From smiling at strangers to addressing a woman as “ma’am,” what is polite in one setting can be strange or antagonistic in another. This course focuses on cross-linguistic expressions of (im)politeness and (dis)respect, but also touches upon non-verbal behavior and communication. Older cross-cultural literature has focused on the positive valuations of politeness, deference, and respect in language. By balancing past scholarship with recent works on linguistic impoliteness and disrespect, we’ll explore language’s role in social relations, from creating harmony to sowing conflict. Expected preparation: prior Sociology/Anthropology course or instructor permission is recommended.","indigenous, material, court, judge, present","life, language, mean, evolution, nature",respect kind
SOAN 312-00 - (Im)politeness/(Dis)respect in Lang,POSC 272-00 - Constitutional Law II,0.8932583,"Expressions of politeness and impoliteness differ between societies. From smiling at strangers to addressing a woman as “ma’am,” what is polite in one setting can be strange or antagonistic in another. This course focuses on cross-linguistic expressions of (im)politeness and (dis)respect, but also touches upon non-verbal behavior and communication. Older cross-cultural literature has focused on the positive valuations of politeness, deference, and respect in language. By balancing past scholarship with recent works on linguistic impoliteness and disrespect, we’ll explore language’s role in social relations, from creating harmony to sowing conflict. Expected preparation: prior Sociology/Anthropology course or instructor permission is recommended.","This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","life, language, mean, evolution, nature","indigenous, material, court, judge, present",kind respect
POSC 272-00 - Constitutional Law II,ARTS 374-00 - Advanced Printmaking,0.8567251,"This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","This course builds upon student’s prior introductory coursework in any printmaking media (Silkscreen, Relief, Intaglio, Risography, or Lithography). We will engage in further technical study in printmaking as well as pursue conceptual engagement in theory and readings relevant to the field. This course will emphasize student-directed learning and the integration of concept and media.","indigenous, material, court, judge, present","science, genetic, concept, level, function",relevant process
ARTS 374-00 - Advanced Printmaking,POSC 272-00 - Constitutional Law II,0.8567251,"This course builds upon student’s prior introductory coursework in any printmaking media (Silkscreen, Relief, Intaglio, Risography, or Lithography). We will engage in further technical study in printmaking as well as pursue conceptual engagement in theory and readings relevant to the field. This course will emphasize student-directed learning and the integration of concept and media.","This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 271) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how gender equality is very much unfinished Constitutional work on our way towards a “more perfect union.” This topic will include an examination of the Court’s recent controversial decision in Dobbs v. Jackson Women’s Health Organization. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of speech and other fundamental rights protected under the Fourteenth Amendment’s Due Process Clause. Finally, in examining governmental structures, this course will emphasize the separation of powers across the branches of the federal government. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. POSC 271 is not a prerequisite for POSC 272. The two courses can be taken independently, although having taking POSC 271 will provide students with a broader and more nuanced foundation for exploring the themes covered of this course","science, genetic, concept, level, function","indigenous, material, court, judge, present",process relevant
POSC 302-00 - Subord Pols/Intergrp Reltns,CLAS 240-00 - Rome: Village to Superpower,0.95685995,"How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?","This class will investigate how Rome rose from a humble village of outcasts and refugees to become the preeminent power in the entire Mediterranean. We will trace Rome's political evolution from kings to the Republic, alongside their gradual takeover of the Italian peninsula. We will study how Rome then swiftly overpowered what had been the most powerful kingdoms in the Mediterranean and established themselves as dominant. Who were these Romans and what were their political, military, religious, and social systems that enabled them to accomplish so much? What critical events shaped their development and ultimately led to total political control of the Mediterranean world?","social, policy, political, labor, economic","social, policy, political, labor, economic",social political
CLAS 240-00 - Rome: Village to Superpower,POSC 302-00 - Subord Pols/Intergrp Reltns,0.95685995,"This class will investigate how Rome rose from a humble village of outcasts and refugees to become the preeminent power in the entire Mediterranean. We will trace Rome's political evolution from kings to the Republic, alongside their gradual takeover of the Italian peninsula. We will study how Rome then swiftly overpowered what had been the most powerful kingdoms in the Mediterranean and established themselves as dominant. Who were these Romans and what were their political, military, religious, and social systems that enabled them to accomplish so much? What critical events shaped their development and ultimately led to total political control of the Mediterranean world?","How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?","social, policy, political, labor, economic","social, policy, political, labor, economic",political social
POSC 302-00 - Subord Pols/Intergrp Reltns,POSC 333-00 - Glob Soc Changs & Sustainblty,0.94996727,"How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?","This course is about the relationship between social changes and ecological changes to understand and to be able to advance analytical concepts, research methods, and theories of society-nature interactions. How do livelihoods of individuals and groups change over time and how do the changes affect ecological sustainability? What are the roles of human institutions in ecological sustainability? What are the roles of ecosystem dynamics in institutional sustainability? Students will learn fundamental theories and concepts that explain linkages between social change and environmental changes and gain methods and skills to measure social changes qualitatively and quantitatively.","social, policy, political, labor, economic","change, cinema, city, medium, space",social
POSC 333-00 - Glob Soc Changs & Sustainblty,POSC 302-00 - Subord Pols/Intergrp Reltns,0.94996727,"This course is about the relationship between social changes and ecological changes to understand and to be able to advance analytical concepts, research methods, and theories of society-nature interactions. How do livelihoods of individuals and groups change over time and how do the changes affect ecological sustainability? What are the roles of human institutions in ecological sustainability? What are the roles of ecosystem dynamics in institutional sustainability? Students will learn fundamental theories and concepts that explain linkages between social change and environmental changes and gain methods and skills to measure social changes qualitatively and quantitatively.","How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?","change, cinema, city, medium, space","social, policy, political, labor, economic",social
"POSC 315-00 - Polarization, Parties & Power",RELG 261-00 - Race & Emp in American Islam,0.9570173,"The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","politic, life, american, gender, america","politic, life, american, gender, america",politics country
RELG 261-00 - Race & Emp in American Islam,"POSC 315-00 - Polarization, Parties & Power",0.9570173,"From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","politic, life, american, gender, america","politic, life, american, gender, america",country politics
"POSC 315-00 - Polarization, Parties & Power",HIST 270-00 - Nuclear Nations: India & Pakistan,0.95299095,"The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","politic, life, american, gender, america","religion, history, culture, middle, century",political country
HIST 270-00 - Nuclear Nations: India & Pakistan,"POSC 315-00 - Polarization, Parties & Power",0.95299095,"At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","religion, history, culture, middle, century","politic, life, american, gender, america",country political
POSC 322-00 - Polarization Populism in LatAm,HIST 347-00 - The Global Cold War,0.9594014,"Polarization and populism have shaped Latin American politics and development for much of the region's history. These forces have re-emerged in the post-Cold War period in acute and powerful ways in threatening democracy and systems of accountability. This course will examine these forces and adjacent phenomena such as democratic backsliding, the aggrandizement of presidential powers, socio-economic conflicts, contentious politics, and the continuation of state crises in Latin America. Students will work on their own research projects.","In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.","politic, life, american, gender, america","human, relationship, cultural, culture, war",economic war
HIST 347-00 - The Global Cold War,POSC 322-00 - Polarization Populism in LatAm,0.9594014,"In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.","Polarization and populism have shaped Latin American politics and development for much of the region's history. These forces have re-emerged in the post-Cold War period in acute and powerful ways in threatening democracy and systems of accountability. This course will examine these forces and adjacent phenomena such as democratic backsliding, the aggrandizement of presidential powers, socio-economic conflicts, contentious politics, and the continuation of state crises in Latin America. Students will work on their own research projects.","human, relationship, cultural, culture, war","politic, life, american, gender, america",war economic
