source node,target node,similarity score,desc1,desc2
PSYC 216-00 - Behavioral Neuroscience,SOAN 313-00 - Woke Nature,0.9444113,"An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. Psychology 216 does not require concurrent registration in Psychology 217, however, a grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission.","The core of anthropological thought has been organized around the assumption that the production of complex cultural systems is reserved to the domain of the human experience. While scholars have contested this assumption for years, there is an emerging body of scholarship that proposes expanding our understandings of culture, and the ability to produce meaning in the world, to include non-human beings (e.g. plants, wildlife, micro-organisms, mountains). This course explores ethnographic works in this field and contextualizes insights within contemporary conversations pertaining to our relationship with nature, public health, and social justice movements that emerge within decolonized frameworks. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above."
SOAN 313-00 - Woke Nature,PSYC 216-00 - Behavioral Neuroscience,0.9444113,"The core of anthropological thought has been organized around the assumption that the production of complex cultural systems is reserved to the domain of the human experience. While scholars have contested this assumption for years, there is an emerging body of scholarship that proposes expanding our understandings of culture, and the ability to produce meaning in the world, to include non-human beings (e.g. plants, wildlife, micro-organisms, mountains). This course explores ethnographic works in this field and contextualizes insights within contemporary conversations pertaining to our relationship with nature, public health, and social justice movements that emerge within decolonized frameworks. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. Psychology 216 does not require concurrent registration in Psychology 217, however, a grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission."
PSYC 220-00 - Sensation and Perception,CHIN 103-00 - Elementary Chinese,0.96192354,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.","Continuation of Chinese 101, 102."
CHIN 103-00 - Elementary Chinese,PSYC 220-00 - Sensation and Perception,0.96192354,"Continuation of Chinese 101, 102.","We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement."
PSYC 220-00 - Sensation and Perception,ARBC 222-00 - Music in the Middle East,0.9617839,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.","The Middle East is home to a great number of musical styles, genres, and traditions. Regional, ideological, and cultural diversity, national identity, and cross-cultural encounters--all express themselves in music. We will explore some of the many musical traditions in the Arab world, from early twentieth century to the present. Class discussions based on readings in English and guided listening. No prior music knowledge required, but interested students with or without musical background can participate in an optional, hands-on Arab music performance workshop, on Western or a few (provided) Middle Eastern instruments throughout the term."
ARBC 222-00 - Music in the Middle East,PSYC 220-00 - Sensation and Perception,0.9617839,"The Middle East is home to a great number of musical styles, genres, and traditions. Regional, ideological, and cultural diversity, national identity, and cross-cultural encounters--all express themselves in music. We will explore some of the many musical traditions in the Arab world, from early twentieth century to the present. Class discussions based on readings in English and guided listening. No prior music knowledge required, but interested students with or without musical background can participate in an optional, hands-on Arab music performance workshop, on Western or a few (provided) Middle Eastern instruments throughout the term.","We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement."
PSYC 220-00 - Sensation and Perception,RUSS 103-00 - Elementary Russian,0.9570023,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.",Concludes introductory method of Russian 101-102.
RUSS 103-00 - Elementary Russian,PSYC 220-00 - Sensation and Perception,0.9570023,Concludes introductory method of Russian 101-102.,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement."
PSYC 256-00 - Soc Behav & Interpersnl Process,SOAN 262-00 - Anthro of Health & Illness,0.97952604,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.","An ethnographic approach to beliefs and practices regarding health and illness in numerous societies worldwide. This course examines patients, practitioners, and the social networks and contexts through which therapies are managed to better understand medical systems as well as the significance of the anthropological study of misfortune. Specific topics include the symbolism of models of illness, the ritual management of misfortune and of life crisis events, the political economy of health, therapy management, medical pluralism, and cross-cultural medical ethics. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above."
SOAN 262-00 - Anthro of Health & Illness,PSYC 256-00 - Soc Behav & Interpersnl Process,0.97952604,"An ethnographic approach to beliefs and practices regarding health and illness in numerous societies worldwide. This course examines patients, practitioners, and the social networks and contexts through which therapies are managed to better understand medical systems as well as the significance of the anthropological study of misfortune. Specific topics include the symbolism of models of illness, the ritual management of misfortune and of life crisis events, the political economy of health, therapy management, medical pluralism, and cross-cultural medical ethics. The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement."
PSYC 256-00 - Soc Behav & Interpersnl Process,MUSC 227-00 - Percept & Cogn of Music,0.96294785,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.","Covers basic issues in auditory perception and cognition with an emphasis on the perception of musical pitch, including sensory discrimination, categorical perception, roughness and dissonance, absolute pitch, and auditory streaming. Other topics to be covered include the processing of language and music, and emotional responses to music. A grade of C- or better must be earned in both Music 227 and 228 to satisfy the LS requirement."
MUSC 227-00 - Percept & Cogn of Music,PSYC 256-00 - Soc Behav & Interpersnl Process,0.96294785,"Covers basic issues in auditory perception and cognition with an emphasis on the perception of musical pitch, including sensory discrimination, categorical perception, roughness and dissonance, absolute pitch, and auditory streaming. Other topics to be covered include the processing of language and music, and emotional responses to music. A grade of C- or better must be earned in both Music 227 and 228 to satisfy the LS requirement.","The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement."
PSYC 256-00 - Soc Behav & Interpersnl Process,PSYC 216-00 - Behavioral Neuroscience,0.9511484,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.","An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. Psychology 216 does not require concurrent registration in Psychology 217, however, a grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission."
PSYC 216-00 - Behavioral Neuroscience,PSYC 256-00 - Soc Behav & Interpersnl Process,0.9511484,"An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. Psychology 216 does not require concurrent registration in Psychology 217, however, a grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission.","The social psychological analysis of human social behavior, interpersonal processes, and group influences. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement."
PSYC 354-00 - Counseling Psychology,BIOL 370-00 - Seminar: Slct Tpcs in Virology,0.977745,"This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations.","An examination of selected animal viruses. The course will focus on the most recent developments in HIV-related research, including implications for HIV-treatment and vaccines and the impact of viral infection on the immune system of the host. In addition to studying the structure and replication of particular viruses we will also discuss the current laboratory techniques used in viral research."
BIOL 370-00 - Seminar: Slct Tpcs in Virology,PSYC 354-00 - Counseling Psychology,0.977745,"An examination of selected animal viruses. The course will focus on the most recent developments in HIV-related research, including implications for HIV-treatment and vaccines and the impact of viral infection on the immune system of the host. In addition to studying the structure and replication of particular viruses we will also discuss the current laboratory techniques used in viral research.","This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations."
PSYC 354-00 - Counseling Psychology,LATN 103-00 - Intro Latin Prose and Poetry,0.97594595,"This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations.",This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.
LATN 103-00 - Intro Latin Prose and Poetry,PSYC 354-00 - Counseling Psychology,0.97594595,This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.,"This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations."
PSYC 354-00 - Counseling Psychology,ARBC 103-00 - Elementary Arabic,0.96457267,"This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations.","This course sequence introduces non-Arabic speakers to the sounds, script, and basic grammar of Arabic--the language of 200 million speakers in the Arab world and the liturgical language of over a billion Muslims. Students will develop basic listening, speaking, reading and writing skills in Modern Standard Arabic. Classes will incorporate readings and audio-visual material from contemporary Arabic media, as well as popular music."
ARBC 103-00 - Elementary Arabic,PSYC 354-00 - Counseling Psychology,0.96457267,"This course sequence introduces non-Arabic speakers to the sounds, script, and basic grammar of Arabic--the language of 200 million speakers in the Arab world and the liturgical language of over a billion Muslims. Students will develop basic listening, speaking, reading and writing skills in Modern Standard Arabic. Classes will incorporate readings and audio-visual material from contemporary Arabic media, as well as popular music.","This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations."
PSYC 382-00 - Topic Social & Personality: Endings,SPAN 369-00 - The Carnival Trail,0.9752583,"This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.","Carnivals are frequently associated with colourful crowds, merrymaking and excess. But what role do carnivals play in the construction of national and collective identities? We will try to answer this and other questions focusing on films, paintings, and literary texts from the twentieth and twenty-first centuries that represent some of the most popular carnivals in Latin America: Candombe (Uruguay), Yawar Fiesta (Peru), Blacks and Whites (Colombia), Oruro (Bolivia), and Rio (Brazil). We will analyze them from an interdisciplinary perspective that includes literary criticism, anthropology, and history. Students will engage with debates about nation, popular culture, modernity/modernization, and intangible cultural heritage."
SPAN 369-00 - The Carnival Trail,PSYC 382-00 - Topic Social & Personality: Endings,0.9752583,"Carnivals are frequently associated with colourful crowds, merrymaking and excess. But what role do carnivals play in the construction of national and collective identities? We will try to answer this and other questions focusing on films, paintings, and literary texts from the twentieth and twenty-first centuries that represent some of the most popular carnivals in Latin America: Candombe (Uruguay), Yawar Fiesta (Peru), Blacks and Whites (Colombia), Oruro (Bolivia), and Rio (Brazil). We will analyze them from an interdisciplinary perspective that includes literary criticism, anthropology, and history. Students will engage with debates about nation, popular culture, modernity/modernization, and intangible cultural heritage.","This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues."
PSYC 382-00 - Topic Social & Personality: Endings,AMST 396-00 - Junior Research Seminar (Producing Latinidad),0.9715789,"This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.","As Arlene Dávila points out in Latinos Inc, Latinidad—the term that names a set of presumably common attributes that connects Latinxs in the U.S.—emerges in part from communities but, importantly, is developed heavily by the media, advertising, and other political and social institutions, including academia. In this course we consider how ideas and imaginings of who Latinxs are and what Latinidad is develop within political spaces (the electorate, the census), in local places, and through various media, including television, advertising, and music. We will consider how individual writers and artists contribute to the conversation. Throughout, we will engage with social and cultural theories about racial formation, gender, and sexuality."
AMST 396-00 - Junior Research Seminar (Producing Latinidad),PSYC 382-00 - Topic Social & Personality: Endings,0.9715789,"As Arlene Dávila points out in Latinos Inc, Latinidad—the term that names a set of presumably common attributes that connects Latinxs in the U.S.—emerges in part from communities but, importantly, is developed heavily by the media, advertising, and other political and social institutions, including academia. In this course we consider how ideas and imaginings of who Latinxs are and what Latinidad is develop within political spaces (the electorate, the census), in local places, and through various media, including television, advertising, and music. We will consider how individual writers and artists contribute to the conversation. Throughout, we will engage with social and cultural theories about racial formation, gender, and sexuality.","This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues."
PSYC 382-00 - Topic Social & Personality: Endings,FREN 310-00 - The Art of Scandal,0.9543388,"This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.","What is scandal? Is it a product of the time and place where it occurs, or can it transcend national and temporal boundaries? This course seeks answers to these questions by examining the texts, films, and artistic productions that caused, exposed, or critiqued a scandal. We will explore topics such as passion, lies, revenge, rumor, and murder. From the Affair of the Poisons during the reign of Louis XIV to controversy over France’s literary prize (the Goncourt), we will analyze the evolution of social norms and public opinions in global French culture from the seventeenth century to the present day."
FREN 310-00 - The Art of Scandal,PSYC 382-00 - Topic Social & Personality: Endings,0.9543388,"What is scandal? Is it a product of the time and place where it occurs, or can it transcend national and temporal boundaries? This course seeks answers to these questions by examining the texts, films, and artistic productions that caused, exposed, or critiqued a scandal. We will explore topics such as passion, lies, revenge, rumor, and murder. From the Affair of the Poisons during the reign of Louis XIV to controversy over France’s literary prize (the Goncourt), we will analyze the evolution of social norms and public opinions in global French culture from the seventeenth century to the present day.","This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues."
PSYC 389-00 - LGBTQ+ Psychology,ARTH 214-00 - Queer Art,0.9657589,"In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations.","Beyond surveying the rich history of arts by LGBTQA+ individuals, this course takes as its object of study the ways in which the arts have been used to question, undermine, and subvert the gendered and sexual norms of dominant cultures—in short, to queer them. In so doing, such visual and performative practices offer new, alternative models of living and acting in the world based on liberatory politics and aesthetics. This course will consider topics such as: censorship of queer artists; art of the AIDS crisis; activist performance; the sexual politics of public space; and queer intersections of race, class and gender in visual art among others."
ARTH 214-00 - Queer Art,PSYC 389-00 - LGBTQ+ Psychology,0.9657589,"Beyond surveying the rich history of arts by LGBTQA+ individuals, this course takes as its object of study the ways in which the arts have been used to question, undermine, and subvert the gendered and sexual norms of dominant cultures—in short, to queer them. In so doing, such visual and performative practices offer new, alternative models of living and acting in the world based on liberatory politics and aesthetics. This course will consider topics such as: censorship of queer artists; art of the AIDS crisis; activist performance; the sexual politics of public space; and queer intersections of race, class and gender in visual art among others.","In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations."
PSYC 389-00 - LGBTQ+ Psychology,MATH 241-00 - Ordinary Differentl Equations,0.9636237,"In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations.","Ordinary differential equations are a fundamental language used by mathematicians, scientists, and engineers to describe processes involving continuous change. In this course we develop ordinary differential equations as models of real world phenomena and explore the mathematical ideas that arise within these models. Topics include separation of variables; phase portraits; equilibria and their stability; non-dimensionalization; bifurcation analysis; and modeling of physical, biological, chemical, and social processes."
MATH 241-00 - Ordinary Differentl Equations,PSYC 389-00 - LGBTQ+ Psychology,0.9636237,"Ordinary differential equations are a fundamental language used by mathematicians, scientists, and engineers to describe processes involving continuous change. In this course we develop ordinary differential equations as models of real world phenomena and explore the mathematical ideas that arise within these models. Topics include separation of variables; phase portraits; equilibria and their stability; non-dimensionalization; bifurcation analysis; and modeling of physical, biological, chemical, and social processes.","In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations."
PSYC 389-00 - LGBTQ+ Psychology,PHIL 210-00 - Logic,0.950136,"In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations.","The study of formal logic has obvious and direct applicability to a wide variety of disciplines (including mathematics, computer science, linguistics, philosophy, cognitive science, and many others). Indeed, the study of formal logic helps us to develop the tools and know-how to think more clearly about arguments and logical relationships in general; and arguments and logical relationships form the backbone of any rational inquiry. In this course we will focus on propositional logic and predicate logic, and look at the relationship that these have to ordinary language and thought."
PHIL 210-00 - Logic,PSYC 389-00 - LGBTQ+ Psychology,0.950136,"The study of formal logic has obvious and direct applicability to a wide variety of disciplines (including mathematics, computer science, linguistics, philosophy, cognitive science, and many others). Indeed, the study of formal logic helps us to develop the tools and know-how to think more clearly about arguments and logical relationships in general; and arguments and logical relationships form the backbone of any rational inquiry. In this course we will focus on propositional logic and predicate logic, and look at the relationship that these have to ordinary language and thought.","In this seminar, we will examine the psychology of LGBTQ+ people, focusing on topics such as LGBTQ+ identity development; predictors and consequences of anti-LGBTQ+ bias and discrimination; the health and well-being of LGBTQ+ people; and familial and relationship dynamics of LGBTQ+ populations. We will consider psychology's history of—and potential for—both contributing to and dismantling the inequities faced by LGBTQ+ populations."
RELG 110-00 - Understanding Religion,"ASST 285-00 - Mapping Japan, Real & Imagined",0.9649342,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","From ancient to present times, Japan drew and redrew its borders, shape, and culture, imagining its place in this world and beyond, its cultural and racial identity. This course is a cartographic exploration of this complex and contested history. Cosmological mandalas, hell images, travel brochures, and military maps bring to light the imagined Japan—its religious vision, cartographic imagination, and political ambition—that dictated its geopolitical expansion abroad and the displacement of minority peoples “at home.” We will use a variety of textual and visual materials, including those in Carleton’s Rare Book and Map Collections."
"ASST 285-00 - Mapping Japan, Real & Imagined",RELG 110-00 - Understanding Religion,0.9649342,"From ancient to present times, Japan drew and redrew its borders, shape, and culture, imagining its place in this world and beyond, its cultural and racial identity. This course is a cartographic exploration of this complex and contested history. Cosmological mandalas, hell images, travel brochures, and military maps bring to light the imagined Japan—its religious vision, cartographic imagination, and political ambition—that dictated its geopolitical expansion abroad and the displacement of minority peoples “at home.” We will use a variety of textual and visual materials, including those in Carleton’s Rare Book and Map Collections.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe."
RELG 110-00 - Understanding Religion,CLAS 123-00 - Greek Archaeology and Art,0.9551602,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present."
CLAS 123-00 - Greek Archaeology and Art,RELG 110-00 - Understanding Religion,0.9551602,"This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe."
RELG 110-00 - Understanding Religion,POSC 120-00 - Democracy and Dictatorship,0.95151305,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.","An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements."
POSC 120-00 - Democracy and Dictatorship,RELG 110-00 - Understanding Religion,0.95151305,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions--their texts and practices--in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe."
RELG 121-00 - Introduction to Christianity,ARTH 216-00 - Revolutionary Image Regimes: Curating Middle Eastern Photographs and Prints after the Digital Turn,0.9423696,"This course will trace the history of Christianity from its origins in the villages of Palestine, to its emergence as the official religion of the Roman Empire, and through its evolution and expansion as the world's largest religion. The course will focus on events, persons, and ideas that have had the greatest impact on the history of Christianity, and examine how this tradition has evolved in different ways in response to different needs, cultures, and tensions--political and otherwise--around the world. This is an introductory course. No familiarity with the Bible, Christianity, or the academic study of religion is presupposed.","The Middle East participated in the global revolutionary moment at the turn of the century, when photography and print played a crucial role in the mobilization and memorization of political, social, and cultural change. This course examines a vast range of revolutionary images at the beginning of the twentieth century, their specific contexts, and expressions in the Middle East. The course also investigates the impact of the Digital Turn in Art History and the intricacies of digital exhibitions. The students contribute to a digital exhibition on comparative revolutions hosted by Khamseen: Islamic Art History Online in 2025-26."
ARTH 216-00 - Revolutionary Image Regimes: Curating Middle Eastern Photographs and Prints after the Digital Turn,RELG 121-00 - Introduction to Christianity,0.9423696,"The Middle East participated in the global revolutionary moment at the turn of the century, when photography and print played a crucial role in the mobilization and memorization of political, social, and cultural change. This course examines a vast range of revolutionary images at the beginning of the twentieth century, their specific contexts, and expressions in the Middle East. The course also investigates the impact of the Digital Turn in Art History and the intricacies of digital exhibitions. The students contribute to a digital exhibition on comparative revolutions hosted by Khamseen: Islamic Art History Online in 2025-26.","This course will trace the history of Christianity from its origins in the villages of Palestine, to its emergence as the official religion of the Roman Empire, and through its evolution and expansion as the world's largest religion. The course will focus on events, persons, and ideas that have had the greatest impact on the history of Christianity, and examine how this tradition has evolved in different ways in response to different needs, cultures, and tensions--political and otherwise--around the world. This is an introductory course. No familiarity with the Bible, Christianity, or the academic study of religion is presupposed."
