Course Number,Course Title,Credits,Description,Offered,Liberal Arts Requirements,Prerequisites,Tags,Sections
POSC 120,Democracy and Dictatorship,6 credits,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.",Fall 2024,"IS, International Studies | SI, Social Inquiry | WR2 Writing Requirement 2",,CCST Princ Cross Cult-Anlys | EAST Supporting | EUST Transnational Supp | LTAM Electives | POSI Core | SAST Supp Social Inquiry | CL: 100 level,"POSC
                                                 120.00 | Fall 2024 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 30 | M, W | Hasenstab 105 | 8:30am-9:40am | F | Hasenstab 105 | 8:30am-9:30am | Sophomore Priority | Sophomore Priority."
POSC 122,Politics in America: Liberty and Equality,6 credits,"An introduction to American government and politics. Focus on the Congress, Presidency, political parties and interest groups, the courts and the Constitution. Particular attention will be given to the public policy debates that divide liberals and conservatives and how these divisions are rooted in American political culture.",Fall 2024,"IDS, Intercultural Domestic Studies | QRE, Quantitative Reasoning | SI, Social Inquiry",,AFST Pertinent | AMST America in the World | AMST Democracy Activism | AMST Race Ethnicty Indign | AMST Survey 1 | EDUC 3 Publ Pol/Educ Refrm | POSI Core | POSI Elective | CL: 100 level,"POSC
                                                 122.00 | Fall 2024 | Faculty: | Ryan Dawkins | 🏫 | 👤 | Size: | 30 | M, W | Willis 204 | 11:10am-12:20pm | F | Willis 204 | 12:00pm-1:00pm"
POSC 160,Political Philosophy,6 credits,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.",Fall 2024,"HI, Humanistic Inquiry | WR2 Writing Requirement 2",,POSI Core | PHIL Social and Political Theory 1 | PHIL Traditions 2 | CL: 100 level,"POSC
                                                 160.00 | Fall 2024 | Faculty: | Mihaela Czobor-Lupp | 🏫 | 👤 | Size: | 30 | T, TH | CMC 301 | 1:15pm-3:00pm"
POSC 170,International Relations and World Politics,6 credits,"What are the foundational theories and practices of international relations and world politics? This course addresses topics of a geopolitical, commercial and ideological character as they relate to global systems including: great power politics, polycentricity, and international organizations. It also explores the dynamic intersection of world politics with war, terrorism, nuclear weapons, national security, human security, human rights, and the globalization of economic and social development.",Fall 2024,"IS, International Studies | SI, Social Inquiry",,ASST East Asia | ASST Pertinent | ASST Social Science | ASST South Asia | EAST Supporting | POSI Core | CL: 100 level,"POSC
                                                 170.00 | Fall 2024 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 30 | M, W | Hasenstab 002 | 9:50am-11:00am | F | Hasenstab 002 | 9:40am-10:40am"
POSC 204,Media and Electoral Politics: 2024 United States Election,6 credits,"Our analysis of media influences on politics will draw from three fields of study: political psychology, political behavior and participation, and public opinion. Students will conduct a study of the effects of campaign ads and news using our multi-year data set of content analyzed election ads and news. We study a variety of quantitative and qualitative research methods to learn how political communication affects U.S. elections.",Fall 2024,"IDS, Intercultural Domestic Studies | QRE, Quantitative Reasoning | SI, Social Inquiry",,ACE Theoretical | AMST Democracy Activism | AMST Prdctn Consmptn Cult | AMST Race Ethnicty Indign | CAMS Extra Departmental | POSI Elective | CL: 200 level | DGAH Critand Ethical Reflectn,"POSC
                                                 204.00 | Fall 2024 | Faculty: | Barbara Allen | 🏫 | 👤 | Size: | 25 | T, TH | Hasenstab 002 | 1:15pm-3:00pm"
POSC 221,Latin American Politics,6 credits,"This course will enable students to think critically and comparatively about the Latin American political and socio-economic reality. The course serves as an introduction for those who are unfamiliar with the contemporary history, politics, and social structures of the region. Instruction in this class, however, will go beyond a mere introduction to Latin American political history. It will challenge students to analyze complex problems in Latin American politics and development and encourage them to provide informed arguments on these matters.",Fall 2024,"IS, International Studies | SI, Social Inquiry | QRE, Quantitative Reasoning | WR2 Writing Requirement 2",,LTAM Electives | LTAM Pertinent Courses | POSI Elective | CL: 200 level,"POSC
                                                 221.00 | Fall 2024 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 105 | 12:30pm-1:40pm | F | Hasenstab 105 | 1:10pm-2:10pm"
POSC 224,Political Campaigns & Electoral Behavior,6 credits,"Representative government requires the occurrence of regular elections. This course is designed to introduce you to the key issues and controversies surrounding the study of campaigns and elections in the United States. It will analyze the rules and processes that define the presidential and congressional electoral systems, the actors who engage one another within those systems, the campaign strategies candidates use to persuade and turnout voters, and the considerations Americans use to determine their vote on Election day. This course also provides insight into why (and how) campaigns and elections are normatively important for maintaining a healthy democracy.",Fall 2024,"QRE, Quantitative Reasoning | SI, Social Inquiry | WR2 Writing Requirement 2",,AMST Democracy Activism | AMST Race Ethnicty Indign | POSI Elective | CL: 200 level,"POSC
                                                 224.00 | Fall 2024 | Faculty: | Ryan Dawkins | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 105 | 9:50am-11:00am | F | Hasenstab 105 | 9:40am-10:40am"
POSC 230,Methods of Political Research,6 credits,"An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.",Fall 2024,"QRE, Quantitative Reasoning | SI, Social Inquiry | WR2 Writing Requirement 2",Student has completed any of the following course(s): STAT 120 – Introduction to Statistics or STAT 230 – Applied Regression Analysis or STAT 250 – Introduction to Statistical Inference or PSYC 200 – Measurement and Data Analysis or SOAN 239 – Social Statistics with a grade of C- or better or received a score of 4 or better on the Statistics AP exam.,ASST Methodology | ASST Pertinent | SDSC XDept Elective | CL: 200 level,"POSC
                                                 230.00 | Fall 2024 | Faculty: | Greg Marfleet | 🏫 | 👤 | Size: | 18 | T, TH | Weitz Center 235 | 8:15am-10:00am"
POSC 232.02,PS Lab: Interview Techniques,3 credits,"This class provides a hands-on introduction to how researchers devise, conduct, and analyze interviews in political science. Students will learn about different types of interview methodologies with a particular focus on semi-structured techniques. Over the course of the class, students will consider the types of questions most appropriately answered by interviews, the fundamentals of different sampling strategies, how to devise questionnaires, and how to use the information collected for both quantitative and qualitative analysis. We will also cover interview ethics, how to employ culturally sensitive techniques, and how to employ interviews in individual, group, and crowd situations.Expected preparation:completion of one prior course in political science or a related field.",Fall 2024,"SI, Social Inquiry",,CL: 200 level | POSI Methods Sequence,"POSC
                                                 232.02 | Fall 2024 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 25 | T | Hasenstab 109 | 1:15pm-3:00pm"
POSC 245,Geopolitics of Southeast Asia,6 credits,"This course will cover key thematic issues of Southeast Asian politics, including the challenges of democracy, geopolitical conflicts with China, politics of borderlands, environmental politics, the rise of the power of non-state actors, and struggles for citizen-sovereignty of the people. We will examine these geopolitical frontier issues against the background of Southeast Asia's societal evolution through kingdoms, colonial eras, emergence of nation-states, and the influence of globalization on politics. Why is Southeast Asia a misunderstood region of the world? What can we learn from Southeast Asian political orders to understand the faith of freedom, self-governance, and democracy?",Fall 2024,"IS, International Studies | QRE, Quantitative Reasoning | SI, Social Inquiry | WR2 Writing Requirement 2",,ASST Social Science | CL: 200 level,"POSC
                                                 245.00 | Fall 2024 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 002 | 1:50pm-3:00pm | F | Hasenstab 002 | 2:20pm-3:20pm"
POSC 260,“A Savage Made to Inhabit Cities”: The Political Philosophy of Rousseau,6 credits,"In this course we will study what Rousseau considered his greatest and best book: Emile. Emile is a philosophic novel. It uses a thought experiment–the rearing of a child from infancy to adulthood–to explore human nature and the human condition, including their political dimensions. Among Emile's themes are natural goodness and the origins of evil; self-love and sociability; the differences and relations between the sexes; citizenship; and the principles of political right. The book also addresses the question of how one might live naturally and happily amid an unnatural and unhappy civilization.",Fall 2024,"HI, Humanistic Inquiry",,POSI Elective | CL: 200 level,"POSC
                                                 260.00 | Fall 2024 | Faculty: | Laurence Cooper | 🏫 | 👤 | Size: | 25 | T, TH | Weitz Center 233 | 1:15pm-3:00pm"
POSC 271,Constitutional Law I,6 credits,"This course will explore the United States Constitution and the legal doctrines that have emerged from it, using them as lenses through which to understand the history—and shape the future—of this country. Using prominent Supreme Court opinions as teaching tools and loci of debate (including cases on the Court’s recent and current docket), this course will explore the different kind of theoretical approaches with which to make Constitutional arguments and interpret the Constitution. It is one of two paired courses (the other being POSC 272) that complement each other. Both courses will address the structure and functioning of the United States government, and will explore in greater depth the historic Constitutional “trends” towards greater equality and more liberty (albeit slowly, haltingly, and with steps both forward and backward). This course will focus in particular on how matters of racial justice have been a Constitutional issue from the very beginning of the nation—and very much remain unfinished legal work. In exploring matters of personal liberty, this course will focus in particular on First Amendment freedom of religion. Finally, in examining governmental structures, this course will emphasize federalism and the distribution of power between the national and state governments, including the rise of a nationwide economic system and the modern administrative state. The course will require close reading of judicial opinions and other texts, and learning how to construct arguments using logic and precedent. A special feature of this course will be detailed examination and intra-class mock debate of the cases the Supreme Court will hear this fall challenging raced-based affirmative action programs at private and public universities.",Fall 2024,"SI, Social Inquiry",,AMST Race Ethnicty Indign | AMST Survey 2 | POSI Elective | PPOL Other Comparative | AMST Democracy Activism | CL: 200 level,"POSC
                                                 271.00 | Fall 2024 | Faculty: | Steven Poskanzer | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 002 | 11:10am-12:20pm | F | Hasenstab 002 | 12:00pm-1:00pm"
POSC 281,U.S.-China Rivalry: The New Cold War?,6 credits,"This course surveys key security dynamics, actors and issues in the Asia-Pacific. We will begin with a brief overview of historical conflicts and cooperations in the region, focusing on the impact of decolonization, communism, and the Cold War. We will then proceed to discuss contemporary security issues; topics include territorial disputes, Taiwan, nuclear proliferation, the U.S. alliance system, regional organizations like ASEAN, and U.S.-China rivalry. We will also study major international relation paradigms and theories, including heterodox approaches relevant to major actors in the Asia-Pacific, to guide our investigation of these security issues. No prior knowledge required.",Fall 2024,"IS, International Studies | SI, Social Inquiry | WR2 Writing Requirement 2",,POSI Elective | CL: 200 level | EAST Supporting,"POSC
                                                 281.00 | Fall 2024 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 25 | M, W | Hasenstab 002 | 12:30pm-1:40pm | F | Hasenstab 002 | 1:10pm-2:10pm"
POSC 290,Directed Reading,2 credits,"Register for this course by submitting theIndependentReading/Study/ResearchForm, which requires approval from the project faculty supervisor.",Fall 2024,No Exploration,,CL: Independent Study,"POSC
                                                 290.11 | Fall 2024 | Faculty: | Summer Forester | 🏫 | 👤 | Grading: | S/CR/NC"
POSC 294,Directed Research in Political Science,1 – 6 credits,"Students work on a research project related to a faculty member's research interests, and directed by that faculty member. Student activities vary according to the field and stage of the project. The long-run goal of these projects normally includes dissemination to a scholarly community beyond Carleton. The faculty member will meet regularly with the student and actively direct the work of the student, who will submit an end-of-term product, typically a paper or presentation.Register for this course by submitting the Directed Research form which requires approval from the project faculty supervisor and your adviser.","Fall 2024,                                                                                                                 Fall 2024,                                                                                                                 Winter 2025,                                                                                                                 Spring 2025",No Exploration,,CL: Faculty Research,"POSC
                                                 294.11 | Fall 2024 | Faculty: | Steven Poskanzer | 🏫 | 👤 | Grading: | S/CR/NC | Credits: | 1"
POSC 304,Media and Electoral Politics: 2024 United States Elections,6 credits,"Our analysis of media influences on politics will draw from three fields of study: political psychology, political behavior and participation, and public opinion. Students will conduct a study of the effects of campaign ads and news using our multi-year data set of content analyzed election ads and news. We study a variety of quantitative and qualitative research methods to learn how political communication affects U.S. elections. Students enrolled in the POSC 304 version will conduct more extensive analysis of data for their seminar papers.",Fall 2024,"IDS, Intercultural Domestic Studies | QRE, Quantitative Reasoning | SI, Social Inquiry",,CL: 300 level,"POSC
                                                 304.00 | Fall 2024 | Faculty: | Barbara Allen | 🏫 | 👤 | Size: | 25 | T, TH | Hasenstab 002 | 1:15pm-3:00pm"
POSC 313,Legal Issues in Higher Education,6 credits,"This seminar will explore pressing legal and policy issues facing American colleges and universities. The course will address the ways core academic values (e.g., academic freedom; the creation and maintenance of a community based on shared values) fit or conflict with legal rules and political dynamics that operate beyond the academy. Likely topics include how college admissions are shaped by legal principles, with particular emphasis on debates over affirmative action; on-campus speech; faculty tenure; intellectual property; student rights and student discipline (including discipline for sexual assault); and college and university relations with the outside world.",Fall 2024,"SI, Social Inquiry",,POSI Elective | PPOL Education Policy | CL: 300 level,"POSC
                                                 313.00 | Fall 2024 | Faculty: | Steven Poskanzer | 🏫 | 👤 | Size: | 15 | T, TH | Hasenstab 109 | 3:10pm-4:55pm"
POSC 324,Rebels and Risk Takers: Women and War In the Middle East,6 credits,"How are women (and gender more broadly) shaping and shaped by war and conflict in the Middle East? Far from the trope of the subjugated, veiled, and abused Middle Eastern woman, women in the Middle East are active social and political agents. In wars and conflicts in the Middle East region, women have, for example, been combatants, soldiers, activists, spies, homemakers, writers, and political leaders. This course surveys conflicts involving Lebanon, Syria, Palestine, Israel, Jordan, and Iraq–along with Western powers like the U.S., UK, and Australia–through the wartime experiences of women.",Fall 2024,"IS, International Studies | SI, Social Inquiry",,GWSS Elective | MEST Supporting Group 1 | POSI Elective | CL: 300 level,"POSC
                                                 324.00 | Fall 2024 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 15 | T, TH | Hasenstab 002 | 10:10am-11:55am"
POSC 391,Independent Study,6 credits,"Register for this course by submitting theIndependentReading/Study/ResearchForm, which requires approval from the project faculty supervisor.",Fall 2024,No Exploration,,CL: Independent Study,"POSC
                                                 391.11 | Fall 2024 | Faculty: | Huan Gao | 🏫 | 👤"
POSC 394,Directed Research in Political Science,1 – 6 credits,"Students work on a research project related to a faculty member's research interests, and directed by that faculty member. Student activities vary according to the field and stage of the project. The long-run goal of these projects normally includes dissemination to a scholarly community beyond Carleton. The faculty member will meet regularly with the student and actively direct the work of the student, who will submit an end-of-term product, typically a paper or presentation.Register for this course by submitting the Directed Research form which requires approval from the project faculty supervisor and your adviser.","Fall 2024,                                                                                                                 Fall 2024,                                                                                                                 Winter 2025,                                                                                                                 Spring 2025",No Exploration,,CL: Faculty Research | POSI Elective,"POSC
                                                 394.11 | Fall 2024 | Faculty: | Greg Marfleet | 🏫 | 👤 | Credits: | 3 || POSC
                                                 394.12 | Fall 2024 | Faculty: | Barbara Allen | 🏫 | 👤 | Credits: | 3"
POSC 400,Integrative Exercise,,,Fall 2024,,Student is a Political Science and International Relations major and has Senior Priority.,,"POSC
                                                 400.00 | Fall 2024 | Faculty: | Tun Myint | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.02 | Fall 2024 | Faculty: | Alfred Montero | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.03 | Fall 2024 | Faculty: | Barbara Allen | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.04 | Fall 2024 | Faculty: | Greg Marfleet | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.05 | Fall 2024 | Faculty: | Huan Gao | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.06 | Fall 2024 | Faculty: | Laurence Cooper | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.08 | Fall 2024 | Faculty: | Mihaela Czobor-Lupp | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.09 | Fall 2024 | Faculty: | Ryan Dawkins | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.10 | Fall 2024 | Faculty: | Steven Poskanzer | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6 || POSC
                                                 400.11 | Fall 2024 | Faculty: | Summer Forester | 🏫 | 👤 | Size: | 25 | Grading: | S/NC | Credits: | 1 – 6"
PSYC 100.00,Gazing into the Black Mirror,6 credits,"TheNetflixseriesBlack Mirrorexplores in captivating and often chilling fashion how human psychology and behavior can be (and have been) shaped by new technologies. Each episode raises psychological, ethical, and existential questions about the nature and limitations of humanity and our relationship with technology. In this course, we’ll take a journey through the black mirror and seek to answer many of these questions, pairing selected episodes of the series with readings that explore the issues in them. The course will include discussions of social psychology, cognition, transhumanism, social media, and human nature. Students will leave the course with a more nuanced understanding of human psychology and our relationship with technology. Note: The series covers some challenging topics, including psychological abuse, physical abuse, sexual harassment, violence, etc.Held for new first year students",Fall 2024,"AI/WR1, Argument & Inquiry/WR1",Student is a member of the First Year First Term class level cohort. Students are only allowed to register for one A&I course at a time. If a student wishes to change the A&I course they are enrolled in they must DROP the enrolled course and then ADD the new course. Please see our Workday guides Drop or 'Late' Drop a Course and Register or Waitlist for a Course Directly from the Course Listing for more information.,CL: 100 level,"PSYC
                                                 100.00 | Fall 2024 | Faculty: | Mitchell Campbell | 🏫 | 👤 | Size: | 15 | T, TH | Olin 104 | 10:10am-11:55am"
PSYC 110,Principles of Psychology,6 credits,"This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment.",Fall 2024,"SI, Social Inquiry",,PSYC Introductory | CL: 100 level,"PSYC
                                                 110.01 | Fall 2024 | Faculty: | Emma McGorray | 🏫 | 👤 | Size: | 30 | M, W | Anderson Hall 121 | 1:50pm-3:00pm | F | Anderson Hall 121 | 2:20pm-3:20pm || PSYC
                                                 110.02 | Fall 2024 | Faculty: | Violet Brown | 🏫 | 👤 | Size: | 30 | M, W | Olin 141 | 12:30pm-1:40pm | F | Olin 141 | 1:10pm-2:10pm || PSYC
                                                 110.03 | Fall 2024 | Faculty: | Violet Brown | 🏫 | 👤 | Size: | 30 | M, W | Anderson Hall 121 | 3:10pm-4:20pm | F | Anderson Hall 121 | 3:30pm-4:30pm"
PSYC 232,Cognitive Processes,6 credits,"Cross-listed courses CGSC 232/PSYC 232. An introduction to the study of mental activity. Topics include attention, pattern recognition and perception, memory, concept formation, categorization, and cognitive development. Some attention to gender and individual differences in cognition, as well as cultural settings for cognitive activities. A grade of C- or better must be earned in both Psychology/Cognitive Science 232 and 233 to satisfy the LS requirement.Requires concurrent registration in CGSC/PSYC 233",Fall 2024,"LS, Science with Lab | WR2 Writing Requirement 2",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology or CGSC 100 – Argument and Inquiry or CGSC 130 – Introduction to Cognitive Science with grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,CGSC Core | EDUC 1 Learning and Cognitn | LING Related Field | PSYC Cognitive Studies | PSYC Core | PSYC Pertinent | CL: 200 level,"PSYC
                                                 232.01 | Fall 2024 | Faculty: | Kathleen Galotti | 🏫 | 👤 | Size: | 24 | M, W | Anderson Hall 121 | 9:50am-11:00am | F | Anderson Hall 121 | 9:40am-10:40am"
PSYC 233,Laboratory in Cognitive Processes,2 credits,"Cross-listed courses CGSC 233/PSYC 233. Students will participate in the replication and planning of empirical studies, collecting and analyzing data relevant to major cognitive phenomena. A grade of C- or better must be earned in both CGSC/PSYC 232 and 233 to satisfy the LS requirement.Requires concurrent registration in PSYC 232 or CGSC 232",Fall 2024,"LS, Science with Lab | QRE, Quantitative Reasoning",,CGSC Core | PSYC Laboratory,"PSYC
                                                 233.01 | Fall 2024 | Faculty: | Kathleen Galotti | 🏫 | 👤 | Size: | 12 | M | Olin 11 | 2:00pm-5:00pm || PSYC
                                                 233.02 | Fall 2024 | Faculty: | Kathleen Galotti | 🏫 | 👤 | Size: | 12 | T | Olin 11 | 2:00pm-5:00pm"
PSYC 234,Psychology of Language,6 credits,"This course will cover a range of aspects of language use. We will spend time discussing language production and comprehension, discourse processing, the relationship between language and thought, and language acquisition. Additionally, we will touch on issues of memory, perception, concepts, mental representation, and neuroscience. Throughout the course, we will emphasize both the individual and social aspects of language as well as the dynamic and fluid nature of language use. Concurrent registration in PSYC 235 is optional, but strongly recommended. A grade of C- or better must be earned in both Psychology 234 and 235 to satisfy the LS requirement.Concurrent registration in PSYC 235 is optional but strongly recommended.",Fall 2024,"CX, Cultural/Linguistics | LS, Science with Lab",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,CGSC Elective | LING Pertinent | LING Related Field | PSYC Cognitive Studies | PSYC Core | CL: 200 level,"PSYC
                                                 234.00 | Fall 2024 | Faculty: | Mija Van Der Wege | 🏫 | 👤 | Size: | 32 | M, W | Weitz Center 235 | 11:10am-12:20pm | F | Weitz Center 235 | 12:00pm-1:00pm"
PSYC 235,Psychology of Language Laboratory,2 credits,"This laboratory experience will expose students to a variety of methodologies employed by researchers interested in studying language. Throughout the term, students will both participate in experiments and conduct experiments. We will spend time discussing and performing typical analyses. Finally, students will be expected to become proficient in writing their experimental work in APA format and in presenting their research ideas in an oral format. A grade of C- or better must be earned in both Psychology 234 and 235 to satisfy the LS requirement.Requires concurrent registration in PSYC 234",Fall 2024,"LS, Science with Lab | QRE, Quantitative Reasoning",,PSYC Laboratory,"PSYC
                                                 235.00 | Fall 2024 | Faculty: | Mija Van Der Wege | 🏫 | 👤 | Size: | 12 | T, TH | Olin 11 | 8:15am-10:00am || PSYC
                                                 235.02 | Fall 2024 | Faculty: | Mija Van Der Wege | 🏫 | 👤 | Size: | 12 | T, TH | Olin 11 | 10:10am-11:55am"
PSYC 244,Positive Psychology,6 credits,"This course evaluates the effort to use the tools of psychological science to understand the sources and nature of positive human strengths, characteristics, resources, and aspirations, and to apply any knowledge gained to help individuals and institutions function more effectively.",Fall 2024,"SI, Social Inquiry",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,"PSYC Core | PSYC Soc,Dev,Pers,Clin & Health | CL: 200 level","PSYC
                                                 244.00 | Fall 2024 | Faculty: | Neil Lutsky | 🏫 | 👤 | Size: | 32 | T, TH | Leighton 304 | 10:10am-11:55am"
PSYC 260,Health Psychology,6 credits,"This course will examine how psychological principles can be employed to promote and maintain health, prevent and treat illness, and encourage adherence to disease treatment regimens. Within a biopsychosocial framework, we will analyze behavioral patterns and public policies that influence risk for cardiovascular disease, cancer, chronic pain, substance abuse, and sexually transmitted diseases, among other conditions. Additionally, students in groups will critically examine the effects of local policies on health outcomes and propose policy changes supported by theory and research. A grade of C- or better must be earned in both Psychology 260 and 261 to satisfy the LS requirement.",Fall 2024,"LS, Science with Lab | QRE, Quantitative Reasoning",Student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better or received a score of 4 or better on the Psychology AP exam or received a score of 6 or better on the Psychology IB exam.,"ACE Applied | NEUR Elective | PPOL Public Health | PSYC Core | PSYC Soc,Dev,Pers,Clin & Health | CL: 200 level","PSYC
                                                 260.00 | Fall 2024 | Faculty: | Gisel Flores-Montoya | 🏫 | 👤 | Size: | 32 | M, W | Anderson Hall 121 | 12:30pm-1:40pm | F | Anderson Hall 121 | 1:10pm-2:10pm"
PSYC 261,Health Psychology Lab,2 credits,"This course provides students with direct experience applying principles of health psychology. Students will engage in a term-long self-directed project aimed at increasing the frequency of a healthy behavior (such as exercising) or decreasing the frequency of an unhealthy behavior (such as smoking). Additionally, we will read and discuss case studies that relate to the current topic in the lecture portion of the course. A grade of C- or better must be earned in both Psychology 260 and 261 to satisfy the LS requirement.Requires concurrent registration in Psychology 260.",Fall 2024,"LS, Science with Lab | QRE, Quantitative Reasoning",,PSYC Laboratory,"PSYC
                                                 261.01 | Fall 2024 | Faculty: | Gisel Flores-Montoya | 🏫 | 👤 | Size: | 12 | T | Olin 102 | 1:00pm-4:00pm || PSYC
                                                 261.02 | Fall 2024 | Faculty: | Gisel Flores-Montoya | 🏫 | 👤 | Size: | 12 | TH | Olin 102 | 1:00pm-4:00pm"
PSYC 290,Cross-Cultural Seminar in Prague: Directed Reading,2 credits,"Register for this course by submitting theIndependentReading/Study/ResearchForm, which requires approval from the project faculty supervisor.",Fall 2024,,,CL: Independent Study,"PSYC
                                                 290.07 | Fall 2024 | Faculty: | Ken Abrams | 🏫 | 👤 | Size: | 25 | Grading: | S/CR/NC || PSYC
                                                 290.11 | Fall 2024 | Faculty: | Gisel Flores-Montoya | 🏫 | 👤 | Grading: | S/CR/NC"
PSYC 291,Independent Study,1 credits,"Register for this course by submitting theIndependentReading/Study/ResearchForm, which requires approval from the project faculty supervisor.",Fall 2024,No Exploration,,CL: Independent Study,"PSYC
                                                 291.11 | Fall 2024 | Faculty: | Julia Strand | 🏫 | 👤 | Grading: | S/CR/NC || PSYC
                                                 291.12 | Fall 2024 | Faculty: | Julia Strand | 🏫 | 👤 | Grading: | S/CR/NC"
PSYC 294,Directed Research in Psychology,1 – 6 credits,"Students work on a research project related to a faculty member's research interests, and directed by that faculty member. Student activities vary according to the field and stage of the project. The long-run goal of these projects normally includes dissemination to a scholarly community beyond Carleton. The faculty member will meet regularly with the student and actively direct the work of the student, who will submit an end-of-term product, typically a paper or presentation.Register for this course by submitting the Directed Research form which requires approval from the project faculty supervisor and your adviser.","Fall 2024,                                                                                                                 Fall 2024,                                                                                                                 Winter 2025,                                                                                                                 Spring 2025",No Exploration,,CL: Faculty Research,"PSYC
                                                 294.11 | Fall 2024 | Faculty: | Julia Strand | 🏫 | 👤 | Credits: | 2"
PSYC 358,Cross-Cultural Psychology Seminar in Prague: Psychopathology,6 credits,"In the West mental illness has traditionally been approached with a biomedical model that views it as independent of culture. By contrast the “relativist” position assumes that, to a large extent, human behaviors are culturally determined and that the etiology and manifestation of mental disorders are affected by society and culture. This course will address such issues as well as their implications for assessment and treatment through an examination of several Western and non-Western societies, with a special emphasis on Czech society. There will be several guest lectures by Czech psychology professors as well as excursions within Prague to psychiatric hospitals and clinics, where students will meet with Czech clinicians and patients.",Fall 2024,"IS, International Studies | SI, Social Inquiry",Acceptance in Cross-Cultural Studies in Prague Program and student has completed any of the following course(s): PSYC 110 – Principles of Psychology with a grade of C- or better.,CCST Princ Cross Cult-Anlys | PSYC Capstone | PSYC Upper Level | CL: 300 level,"PSYC
                                                 358.07 | Fall 2024 | Faculty: | Ken Abrams | 🏫 | 👤 | Size: | 24"
