Course_1,Course_2,Description_1,Description_2,Similarity,Most_Similar_Words
PHYS 235,CAMS 277,"Electric and magnetic fields in free space, and their interactions with charges and currents. Topics include electric fields and magnetic fields of various charge and current distributions, induction, DC and AC circuits and Maxwell’s equations. Weekly laboratory work explores course content in more practical detail.","In this course, students will explore the art and craft of writing for television as they learn, from writers' room insiders, how TV series are conceived and created. We'll break the writing process into a series of manageable steps, from pilot premise to polishing. Topics will include: story structure, character development, tone, stakes, theme, and more. In-class conversations with working, award-winning television writers, as well as visits to sets and show tapings, will complement the classroom curriculum.Open only to participants in Carleton OCS CAMS Production in Los Angeles Program",0.6945267,"course, include, topics"
PHYS 235,BIOL 353,"Electric and magnetic fields in free space, and their interactions with charges and currents. Topics include electric fields and magnetic fields of various charge and current distributions, induction, DC and AC circuits and Maxwell’s equations. Weekly laboratory work explores course content in more practical detail.",Requires concurrent registration in BIOL 352.,0.6840068,
PHYS 341,PHYS 341,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.",0.99999994,"wave, particular, phenomena, waves, analysis, applications, boundary, diffraction, dispersion, electromagnetic, emphasis, equation, expansions, including, interference, mechanical, mode, normal, nuances, polarization, principles, problems, sound, types, unifying, value, water"
PHYS 341,MATH 341,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","An introduction to partial differential equations with emphasis on the heat equation, wave equation, and Laplace’s equation. Topics include the method of characteristics, separation of variables, Fourier series, Fourier transforms and existence/uniqueness of solutions.",0.77703255,"wave, emphasis, equation"
PHYS 341,ECON 265,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","Game theory is the study of purposeful behavior in strategic situations. It serves as a framework for analysis that can be applied to everyday decisions, such as working with a study group and cleaning your room, as well as to a variety of economic issues, including contract negotiations and firms’ output decisions. In this class, modern game theoretic tools will be primarily applied to economic situations, but we will also draw on examples from other realms.",0.75188357,"analysis, including"
PHYS 341,PHYS 145,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","This course begins with the study of the motion of objects on the human scale using Newton’s laws. The course provides the foundation for the study of conservation of energy and momentum, waves, and fluids. Biologic, medical, chemical, nuclear, and geologic applications may be considered. Comfort with algebra and the integration and differentiation of elementary functions is assumed. Weekly laboratory work.",0.74446833,"waves, applications"
PHYS 341,ASTR 233,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.73756206,"phenomena, emphasis, principles"
PHYS 341,PHYS 235,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","Electric and magnetic fields in free space, and their interactions with charges and currents. Topics include electric fields and magnetic fields of various charge and current distributions, induction, DC and AC circuits and Maxwell’s equations. Weekly laboratory work explores course content in more practical detail.",0.7319093,
PHYS 341,BIOC 311,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","This course introduces students to fundamental biochemical laboratory techniques important to studying protein structure and function, such as the manipulation of nucleic acids, electrophoresis, protein purification, and functional assays. Students will apply these techniques to scientific problems drawn from faculty research.BIOC 301 is a prereq; it cannot be taken concurrently with BIOC 311",0.729914,problems
PHYS 341,GEOL 240,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","This applied geophysics course focuses on understanding the near-surface structure of the Earth using a hand-on approach. Students will collect, process, model, and interpret geophysical data using gravitational, magnetic, and seismic methods. Weekly laboratories and one weekend field trip will be required.Extra time for weekend field trip",0.7258323,
PHYS 341,MATH 111,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","An introduction to the differential and integral calculus. Derivatives, antiderivatives, the definite integral, applications, and the fundamental theorem of calculus.Not open to students who have received credit for MATH 101",0.72167915,applications
PHYS 341,MATH 134,"The analysis of wave phenomena, including normal mode expansions, the wave equation and boundary value problems, and interference, diffraction, dispersion, and polarization. Applications are made to mechanical, sound, water and electromagnetic waves with particular emphasis on both the unifying principles across all wave phenomena, as well as the nuances of particular types of waves.","Linear algebra centers on the geometry, algebra, and applications of linear equations.  It is pivotal to many areas of mathematics, natural sciences, computer science, and engineering. To study linear equations, we will develop concepts including matrix algebra, linear independence, determinants, eigenvectors, and orthogonality.  Students will use these tools to model real world problems and solve these problems using computational software.This course is not open to students who have received credit for MATH 232.",0.71250445,"problems, applications, including"
PHYS 342,PHYS 342,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.",0.99999994,"techniques, laboratory, laser, measurements, time, analysis, apparatus, applications, basic, class, coincidence, considering, contemporary, data, detectors, devoted, effects, electrical, experimental, experiments, include, magnetic, measurement, models, mossbauer, nuclear, observed, optical, optics, particle, phenomenological, physics, resonance, spectroscopy, statistics, study, studying, theories, topics, underlie, validate, week"
PHYS 342,GEOL 240,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This applied geophysics course focuses on understanding the near-surface structure of the Earth using a hand-on approach. Students will collect, process, model, and interpret geophysical data using gravitational, magnetic, and seismic methods. Weekly laboratories and one weekend field trip will be required.Extra time for weekend field trip",0.834369,"time, data, magnetic"
PHYS 342,ARTS 252,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This course focuses on lost wax casting, 3D modeling and printing, and stone setting as methods to create jewelry and small sculptural objects in bronze and silver. Specific instruction will be given in the proper use of tools, torches, and other equipment, wax carving, and general metalsmithing techniques. Through the use of 3D modeling software and 3D printing, new technologies will expedite traditional processes allowing for a broad range of metalworking possibilities.Two seats held for Art and Art History majors until the day after junior priority registration.",0.8140893,techniques
PHYS 342,BIOC 311,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This course introduces students to fundamental biochemical laboratory techniques important to studying protein structure and function, such as the manipulation of nucleic acids, electrophoresis, protein purification, and functional assays. Students will apply these techniques to scientific problems drawn from faculty research.BIOC 301 is a prereq; it cannot be taken concurrently with BIOC 311",0.7830172,"techniques, laboratory, studying"
PHYS 342,GEOL 255,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","An introduction to the fundamental physical, chemical and tectonic principles that are relevant to the formation of igneous and metamorphic rocks. Labs emphasize description and interpretation of the origin of rocks based on hand specimen and thin section study. Field trips and laboratories are included.Extra time for field trips",0.77858514,"time, study"
PHYS 342,ECON 110,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This course gives students a foundation in the general principles of economics as a basis for effective citizenship and, when combined with 111, as a preparation for all advanced study in economics. Topics include analysis of the measurement, level, and distribution of national income; the concepts of inflation and depression; the role and structure of the banking system; fiscal and monetary stabilization techniques; implications of and limits to economic growth; and international economic relations.",0.7723396,"techniques, analysis, include, measurement, study, topics"
PHYS 342,MATH 236,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","Basic concepts and techniques used throughout mathematics. Topics include logic, mathematical induction and other methods of proof, problem solving, sets, cardinality, equivalence relations, functions and relations, and the axiom of choice. Other topics may include: algebraic structures, graph theory, and basic combinatorics.",0.7721168,"techniques, basic, include, topics"
PHYS 342,CAMS 265,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This course examines the theories and techniques of sound design for film and video. Students will learn the basics of audio recording, sound editing and multi-track sound design specifically for the moving image. The goal of the course is a greater understanding of the practices and concepts associated with soundtrack development through projects using recording equipment and the digital audio workstation for editing and mixing.",0.76415884,"techniques, theories"
PHYS 342,DANC 190,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This introductory course in choreography explores games, structures, systems and sports as sources and locations of movement composition and performance. Readings, viewings and discussion of postmodernist structures and choreographers as well as attendance and analysis of dance performances and sports events will be jumping off point for creative process and will pave the way for small individual compositions and one larger project. In an atmosphere of play, spontaneity and research participants will discover new ways of defining dance, pushing limits and bending the rules. Guest choreographers and coaches will be invited as part of the class. Open to all movers. No previous experience necessary.",0.7632651,"analysis, class"
PHYS 342,CAMS 110,"A study of experimental techniques and apparatus basic to the measurements which underlie and validate contemporary theories in physics. Topics include electrical measurements, data analysis and statistics, optical and laser techniques, particle detectors, and time coincidence techniques. Applications are made to experiments such as magnetic resonance, Mossbauer and nuclear spectroscopy and laser optics. Class time is devoted to studying the measurement techniques and considering phenomenological models of the effects observed in the laboratory. One laboratory per week.","This course introduces students to the basic terms, concepts and methods used in cinema studies and helps build critical skills for analyzing films, technologies, industries, styles and genres, narrative strategies and ideologies. Students will develop skills in critical viewing and careful writing via assignments such as a short response essay, a plot segmentation, a shot breakdown, and various narrative and stylistic analysis papers. Classroom discussion focuses on applying critical concepts to a wide range of films. Requirements include two screenings per week.Sophomore Priority. Extra Time required for screenings",0.7517995,"analysis, basic, include, time, week"
PHYS 352,PHYS 352,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended",1.0,"341, math, recommended, additional, applications, applying, charge, course, courses, covered, current, distributions, electricity, electromagnetic, equations, include, introduces, magnetism, maxwell, preparation, prior, radiation, relativity, strongly, techniques, theory, topics"
PHYS 352,BIOL 352,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","An investigation of the properties of populations and communities. Topics include population growth and regulation, life tables, interspecific and intraspecific competition, predation, parasitism, mutualism, the nature of communities, and biogeography. Expected preparation: previous experience with calculus is necessary, but no specific course is required. Statistics 120 or equivalent exposure to statistical analysis is recommended.Requires concurrent registration in BIOL 353.Recommended course: Statistics 120 or equivalent exposure to statistical analysis",0.8126973,"recommended, course, include, preparation, topics"
PHYS 352,PSYC 201,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","This lab course accompanies the lecture course, Psychology 200, and must be taken during the same term. The lab will provide an opportunity to explore lecture topics more deeply, and in particular emphasize data collection and computational skills.PSYC 200 required.",0.7283397,"course, topics"
PHYS 352,STAT 120,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","Introduction to statistics and data analysis. Practical aspects of statistics will be emphasized, including extensive use of programming in the statistical software R, interpretation and communication of results. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, the normal distribution, randomization approach to inference, sampling distributions, estimation, and hypothesis testing. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 240/Statistics 250 Probability/Statistical Inference sequence.Not open to students who have already received credit for Psychology 200/201, Sociology/Anthropology 239 or Statistics 250",0.69517195,"distributions, include, topics"
PHYS 352,MATH 331,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","Further topics in analysis such as measure theory, Lebesgue integration or Banach and Hilbert spaces.",0.66586226,"theory, topics"
PHYS 352,MATH 236,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","Basic concepts and techniques used throughout mathematics. Topics include logic, mathematical induction and other methods of proof, problem solving, sets, cardinality, equivalence relations, functions and relations, and the axiom of choice. Other topics may include: algebraic structures, graph theory, and basic combinatorics.",0.6479216,"include, techniques, theory, topics"
PHYS 352,ECON 331,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","Analysis of the forces determining the general level of output, employment, and prices with special emphasis on the role of money and on interest rate determination. This class is normally taken by juniors. Sophomores considering enrolling should speak to the instructor.",0.6405965,
PHYS 352,MATH 232,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","Linear algebra centers on the study of highly structured functions called linear transformations. Given the abundance of nonlinear functions in mathematics, it may come as a surprise that restricting to linear ones opens the door to a rich and powerful theory that finds applications throughout mathematics, statistics, computer science, and the natural and social sciences. Linear transformations are everywhere, once we know what to look for. They appear in calculus as the functions that are used to define lines and planes in Euclidean space. In fact, differentiation is also a linear transformation that takes one function to another. The course focuses on developing geometric intuition as well as computational matrix methods. Topics include kernel and image of a linear transformation, vector spaces, determinants, eigenvectors and eigenvalues.This course is not open to students who have received credit for MATH 134.",0.6398785,"course, applications, include, math, theory, topics"
PHYS 352,RUSS 103,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended",Concludes introductory method of Russian 101-102.,0.63911784,
PHYS 352,PHYS 145,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","This course begins with the study of the motion of objects on the human scale using Newton’s laws. The course provides the foundation for the study of conservation of energy and momentum, waves, and fluids. Biologic, medical, chemical, nuclear, and geologic applications may be considered. Comfort with algebra and the integration and differentiation of elementary functions is assumed. Weekly laboratory work.",0.6311324,"course, applications"
POSC 120,POSC 120,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.",0.99999994,"countries, movements, array, authoritarian, change, contemporary, democratic, developed, developing, different, explore, independence, institutions, introduction, issues, key, making, nationalism, political, politics, regime, revolution, social, state, world"
POSC 120,JAPN 343,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","This course examines Japanese popular media through an environmental lens, spanning from the thireteenth century to the present. It explores how novels, films, and animation depict the evolving human relationship with the non-human world amidst political, cultural, and philosophical shifts. Topics include modernization, internal colonization, gender dynamics, and industrial disasters, with a focus on canonical authors and global issues. Students develop skills in cultural comprehension through discussions and written assignments.",0.7657552,"issues, political, world"
POSC 120,HIST 308,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness. HIST 205 is recommended but not required.HIST 205 is recommended but not required.",0.7632142,"change, politics, social, world"
POSC 120,ASST 285,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","From ancient to present times, Japan drew and redrew its borders, shape, and culture, imagining its place in this world and beyond, its cultural and racial identity. This course is a cartographic exploration of this complex and contested history. Cosmological mandalas, hell images, travel brochures, and military maps bring to light the imagined Japan—its religious vision, cartographic imagination, and political ambition—that dictated its geopolitical expansion abroad and the displacement of minority peoples “at home.” We will use a variety of textual and visual materials, including those in Carleton’s Rare Book and Map Collections.",0.7524241,"political, world"
POSC 120,GWSS 110,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","This course is an introduction to the ways in which gender and sexuality structure our world, and to the ways feminists challenge established intellectual frameworks. However, since gender and sexuality are not homogeneous categories, but are crosscut by class, race, ethnicity, citizenship and culture, we also consider the ways differences in social location intersect with gender and sexuality.Sophomore Priority",0.75026494,"introduction, social, world"
POSC 120,AFST 289,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","This course considers Black social movements from around the globe, with an emphasis on non-U.S. contexts.  Examining multiple movements both past and present, it takes a comparative approach to understanding the unique and variable ways that Black communities have articulated the Black condition, and mobilized and resisted oppression.  Central to the course is the question of Blackness as a global and transnational identity; as well as the extent to which movements themselves form ties and mutually inform each other across national boundaries.",0.74913585,"movements, social"
POSC 120,FREN 245,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.",0.7426399,"independence, issues, movements, nationalism, political, social"
POSC 120,CLAS 123,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","This course explores the archaeology and art of the Ancient Greek world. Beginning with prehistory, we will track the development of the material culture of Ancient Greece through the Classical and Hellenistic periods, and conclude by discussing aspects of the Roman, Byzantine, and Ottoman empires that followed. We will focus throughout on aspects of archaeological practice, material culture and text, art and society, long-term social change, and the role of the past in the present.",0.72405124,"change, social, world"
POSC 120,POSC 170,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","What are the foundational theories and practices of international relations and world politics? This course addresses topics of a geopolitical, commercial and ideological character as they relate to global systems including: great power politics, polycentricity, and international organizations. It also explores the dynamic intersection of world politics with war, terrorism, nuclear weapons, national security, human security, human rights, and the globalization of economic and social development.",0.72350705,"politics, world, social"
POSC 120,RELG 110,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions–their texts and practices–in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.",0.7233231,"world, explore, issues, politics"
POSC 160,POSC 160,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.",1.0,"political, questions, concerning, human, politics, ancient, approaches, basic, character, different, flourishing, fundamentally, good, introduction, investigate, justice, life, limits, modern, nature, philosophic, philosophy, possibilities, presuppositions, society, underlie"
POSC 160,POSC 302,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?",0.80086154,"political, approaches, basic, politics, questions"
POSC 160,PHIL 270,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","Is there a key to a happy and successful human life? If so, how do you acquire it? Plato and Aristotle thought the key was virtue and that your chances of obtaining it depend on the sort of life you lead. We’ll read texts from these authors that became foundational for the later history of philosophy, including theApology, Gorgias, Symposium, and theNicomachean Ethics, while situating the ancient understanding of virtue in the context of larger questions of metaphysics (the nature of being), psychology, and ethics.",0.73424315,"life, ancient, human, nature, philosophy, questions"
POSC 160,SOAN 110,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","Anthropology is the study of all human beings in all their diversity, an exploration of what it means to be human throughout the globe. This course helps us to see ourselves, and others, from a new perspective. By examining specific analytic concepts—such as culture—and research methods—such as participant observation—we learn how anthropologists seek to understand, document, and explain the stunning variety of human cultures and ways of organizing society. This course encourages you to consider how looking behind cultural assumptions helps anthropologists solve real world dilemmas.Sophomore Priority.",0.72979826,"human, society"
POSC 160,LING 110,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","The capacity to acquire and use natural languages such as English is surely one of the more remarkable features of human nature. In this course, we explore several aspects of this ability. Topics include the sound systems of natural languages, the structure of words, principles that regulate word order, the course of language acquisition in children, and what these reveal about the nature of the mind.",0.70769185,"human, nature"
POSC 160,LING 135,"Introduction to ancient and modern political philosophy. We will investigate several fundamentally different approaches to the basic questions of politics–questions concerning the character of political life, the possibilities and limits of politics, justice, and the good society–and the philosophic presuppositions (concerning human nature and human flourishing) that underlie these, and all, political questions.","There is a complex relationship between language and society. This course examines how language variation is tied to identity and the role of language in human social interaction. We will consider language as it relates to social status, age, gender, ethnicity, and location as well as theoretical models used to study variation. We will also examine how language is used in conversation, in the media, and beyond using ethnography of communication and discourse analysis. You will become more aware of how language is used in your own daily life and will be able to argue sociolinguistic perspectives on language attitudes.",0.69430494,"human, life, society"
